NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_SPECIES_GO:1904398_POSITIVE_REGULATION_OF_NEUROMUSCULAR_JUNCTION_DEVELOPMENT	GOBP_SPECIES_GO:1904398_POSITIVE_REGULATION_OF_NEUROMUSCULAR_JUNCTION_DEVELOPMENT	Details ...	88	0.55515665	2.0427983	0.0	0.0028936774	0.039	3005	tags=44%, list=19%, signal=54%	
GOBP_SPECIES_GO:0048086_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PIGMENTATION	GOBP_SPECIES_GO:0048086_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PIGMENTATION	Details ...	19	0.75717103	2.0412254	0.0	0.0027007656	0.039	1388	tags=37%, list=9%, signal=40%	
GOMF_SPECIES_GO:0050839_CELL_ADHESION_MOLECULE_BINDING	GOMF_SPECIES_GO:0050839_CELL_ADHESION_MOLECULE_BINDING	Details ...	92	0.55242515	2.0410252	0.0	0.0025319676	0.039	3966	tags=51%, list=25%, signal=68%	
GOBP_SPECIES_GO:0007455_EYE-ANTENNAL_DISC_MORPHOGENESIS	GOBP_SPECIES_GO:0007455_EYE-ANTENNAL_DISC_MORPHOGENESIS	Details ...	98	0.54865557	2.0385616	0.0	0.002444078	0.04	4523	tags=49%, list=29%, signal=68%	
GOMF_SPECIES_GO:0019199_TRANSMEMBRANE_RECEPTOR_PROTEIN_KINASE_ACTIVITY	GOMF_SPECIES_GO:0019199_TRANSMEMBRANE_RECEPTOR_PROTEIN_KINASE_ACTIVITY	Details ...	26	0.7033669	2.0376966	0.0	0.0023082958	0.04	2026	tags=50%, list=13%, signal=57%	
GOBP_SPECIES_GO:0035218_LEG_DISC_DEVELOPMENT	GOBP_SPECIES_GO:0035218_LEG_DISC_DEVELOPMENT	Details ...	194	0.49794734	2.0363498	0.0	0.0022414299	0.041	4367	tags=46%, list=28%, signal=63%	
GOMF_SPECIES_GO:1901981_PHOSPHATIDYLINOSITOL_PHOSPHATE_BINDING	GOMF_SPECIES_GO:1901981_PHOSPHATIDYLINOSITOL_PHOSPHATE_BINDING	Details ...	103	0.5421036	2.0354264	0.0	0.0021809363	0.042	5437	tags=60%, list=35%, signal=91%	
GOBP_SPECIES_GO:0120305_REGULATION_OF_PIGMENTATION	GOBP_SPECIES_GO:0120305_REGULATION_OF_PIGMENTATION		63	0.5849727	2.0275242	0.0	0.0025211575	0.051	2127	tags=33%, list=14%, signal=38%	
GOBP_SPECIES_GO:0042659_REGULATION_OF_CELL_FATE_SPECIFICATION	GOBP_SPECIES_GO:0042659_REGULATION_OF_CELL_FATE_SPECIFICATION		47	0.61834735	2.025496	0.0	0.002453702	0.052	2934	tags=47%, list=19%, signal=57%	
GOBP_SPECIES_GO:0051241_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	GOBP_SPECIES_GO:0051241_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS		295	0.48051533	2.0251474	0.0	0.002391885	0.053	4367	tags=46%, list=28%, signal=62%	
GOBP_SPECIES_GO:0045927_POSITIVE_REGULATION_OF_GROWTH	GOBP_SPECIES_GO:0045927_POSITIVE_REGULATION_OF_GROWTH		232	0.4923958	2.0251312	0.0	0.002292223	0.053	3005	tags=41%, list=19%, signal=50%	
GOBP_SPECIES_GO:0045704_REGULATION_OF_SALIVARY_GLAND_BOUNDARY_SPECIFICATION	GOBP_SPECIES_GO:0045704_REGULATION_OF_SALIVARY_GLAND_BOUNDARY_SPECIFICATION		19	0.7414179	2.0242112	0.0	0.002200534	0.053	2646	tags=58%, list=17%, signal=70%	
GOBP_SPECIES_GO:0008586_IMAGINAL_DISC-DERIVED_WING_VEIN_MORPHOGENESIS	GOBP_SPECIES_GO:0008586_IMAGINAL_DISC-DERIVED_WING_VEIN_MORPHOGENESIS		79	0.5547104	2.0204468	0.0	0.002156515	0.054	3535	tags=46%, list=22%, signal=58%	
GOBP_SPECIES_GO:0045500_SEVENLESS_SIGNALING_PATHWAY	GOBP_SPECIES_GO:0045500_SEVENLESS_SIGNALING_PATHWAY		62	0.57838154	2.016737	0.0	0.0022685376	0.059	2865	tags=45%, list=18%, signal=55%	
GOBP_SPECIES_GO:0048663_NEURON_FATE_COMMITMENT	GOBP_SPECIES_GO:0048663_NEURON_FATE_COMMITMENT		188	0.49464977	2.0102847	0.0	0.0025183528	0.067	4523	tags=49%, list=29%, signal=69%	
GOBP_SPECIES_GO:0035265_ORGAN_GROWTH	GOBP_SPECIES_GO:0035265_ORGAN_GROWTH		47	0.599912	2.0085027	0.0	0.0026113584	0.072	3809	tags=57%, list=24%, signal=76%	
GOBP_SPECIES_GO:0007167_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY	GOBP_SPECIES_GO:0007167_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY		416	0.464783	2.0047677	0.0	0.002801673	0.08	3961	tags=44%, list=25%, signal=58%	
GOMF_SPECIES_GO:0005214_STRUCTURAL_CONSTITUENT_OF_CHITIN-BASED_CUTICLE	GOMF_SPECIES_GO:0005214_STRUCTURAL_CONSTITUENT_OF_CHITIN-BASED_CUTICLE		160	0.49764663	2.0015397	0.0	0.003080373	0.09	3684	tags=49%, list=23%, signal=64%	
GOBP_SPECIES_GO:0035223_LEG_DISC_PATTERN_FORMATION	GOBP_SPECIES_GO:0035223_LEG_DISC_PATTERN_FORMATION		46	0.6053735	2.0004265	0.0	0.0029841112	0.09	1980	tags=35%, list=13%, signal=40%	
GOBP_SPECIES_GO:0045705_NEGATIVE_REGULATION_OF_SALIVARY_GLAND_BOUNDARY_SPECIFICATION	GOBP_SPECIES_GO:0045705_NEGATIVE_REGULATION_OF_SALIVARY_GLAND_BOUNDARY_SPECIFICATION		19	0.7414179	1.999732	0.0	0.0028936835	0.09	2646	tags=58%, list=17%, signal=70%	
GOBP_SPECIES_GO:0043087_REGULATION_OF_GTPASE_ACTIVITY	GOBP_SPECIES_GO:0043087_REGULATION_OF_GTPASE_ACTIVITY		99	0.5288225	1.998507	0.0	0.0028705744	0.091	2981	tags=45%, list=19%, signal=56%	
GOCC_SPECIES_GO:0071212_SUBSYNAPTIC_RETICULUM	GOCC_SPECIES_GO:0071212_SUBSYNAPTIC_RETICULUM		20	0.7257182	1.9960372	0.0	0.0029079118	0.095	2133	tags=35%, list=14%, signal=40%	
GOBP_SPECIES_GO:0090630_ACTIVATION_OF_GTPASE_ACTIVITY	GOBP_SPECIES_GO:0090630_ACTIVATION_OF_GTPASE_ACTIVITY		36	0.6420538	1.9946284	0.0	0.0029131707	0.098	2403	tags=50%, list=15%, signal=59%	
GOCC_SPECIES_GO:0071683_SENSORY_DENDRITE	GOCC_SPECIES_GO:0071683_SENSORY_DENDRITE		19	0.7539225	1.994364	0.0	0.002862486	0.099	605	tags=32%, list=4%, signal=33%	
GOBP_SPECIES_GO:0043547_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY	GOBP_SPECIES_GO:0043547_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY		73	0.56191957	1.9916404	0.0	0.0028687625	0.102	3781	tags=55%, list=24%, signal=72%	
GOBP_SPECIES_GO:0007446_IMAGINAL_DISC_GROWTH	GOBP_SPECIES_GO:0007446_IMAGINAL_DISC_GROWTH		112	0.52756757	1.9908912	0.0	0.0028484268	0.104	3520	tags=47%, list=22%, signal=61%	
GOBP_SPECIES_GO:0050768_NEGATIVE_REGULATION_OF_NEUROGENESIS	GOBP_SPECIES_GO:0050768_NEGATIVE_REGULATION_OF_NEUROGENESIS		88	0.5465913	1.9896263	0.0	0.0028294174	0.105	3999	tags=45%, list=25%, signal=61%	
GOBP_SPECIES_GO:0007173_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	GOBP_SPECIES_GO:0007173_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY		112	0.51805395	1.9875783	0.0	0.0028875787	0.11	2865	tags=44%, list=18%, signal=53%	
GOBP_SPECIES_GO:0038127_ERBB_SIGNALING_PATHWAY	GOBP_SPECIES_GO:0038127_ERBB_SIGNALING_PATHWAY		112	0.51805395	1.9847395	0.0	0.0029173444	0.114	2865	tags=44%, list=18%, signal=53%	
GOBP_SPECIES_GO:0046620_REGULATION_OF_ORGAN_GROWTH	GOBP_SPECIES_GO:0046620_REGULATION_OF_ORGAN_GROWTH		46	0.5999273	1.9841168	0.0	0.0028733772	0.115	3809	tags=59%, list=24%, signal=77%	
GOBP_SPECIES_GO:0007476_IMAGINAL_DISC-DERIVED_WING_MORPHOGENESIS	GOBP_SPECIES_GO:0007476_IMAGINAL_DISC-DERIVED_WING_MORPHOGENESIS		490	0.45012918	1.982038	0.0	0.0028791982	0.117	4448	tags=43%, list=28%, signal=59%	
GOMF_SPECIES_GO:0140359_ABC-TYPE_TRANSPORTER_ACTIVITY	GOMF_SPECIES_GO:0140359_ABC-TYPE_TRANSPORTER_ACTIVITY		56	0.5844314	1.9817754	0.0	0.002860841	0.119	2673	tags=41%, list=17%, signal=49%	
GOBP_SPECIES_GO:0007447_IMAGINAL_DISC_PATTERN_FORMATION	GOBP_SPECIES_GO:0007447_IMAGINAL_DISC_PATTERN_FORMATION		187	0.48994306	1.9816636	0.0	0.002798649	0.119	3964	tags=41%, list=25%, signal=54%	
GOBP_SPECIES_GO:0010721_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT	GOBP_SPECIES_GO:0010721_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT		97	0.53113276	1.9811398	0.0	0.0027391033	0.119	3999	tags=44%, list=25%, signal=59%	
GOBP_SPECIES_GO:0035215_GENITAL_DISC_DEVELOPMENT	GOBP_SPECIES_GO:0035215_GENITAL_DISC_DEVELOPMENT		87	0.5395876	1.98014	0.0	0.0026820386	0.119	4367	tags=49%, list=28%, signal=68%	
GOBP_SPECIES_GO:0007478_LEG_DISC_MORPHOGENESIS	GOBP_SPECIES_GO:0007478_LEG_DISC_MORPHOGENESIS		151	0.49791095	1.9788795	0.0	0.002669664	0.121	4367	tags=46%, list=28%, signal=64%	
GOBP_SPECIES_GO:0090132_EPITHELIUM_MIGRATION	GOBP_SPECIES_GO:0090132_EPITHELIUM_MIGRATION		324	0.46499792	1.9763154	0.0	0.0027202542	0.126	4536	tags=48%, list=29%, signal=65%	
GOBP_SPECIES_GO:0010631_EPITHELIAL_CELL_MIGRATION	GOBP_SPECIES_GO:0010631_EPITHELIAL_CELL_MIGRATION		323	0.46256223	1.9722183	0.0	0.0028094985	0.131	4536	tags=47%, list=29%, signal=65%	
GOBP_SPECIES_GO:0046552_PHOTORECEPTOR_CELL_FATE_COMMITMENT	GOBP_SPECIES_GO:0046552_PHOTORECEPTOR_CELL_FATE_COMMITMENT		164	0.49543172	1.9710333	0.0	0.0028556888	0.135	4523	tags=50%, list=29%, signal=69%	
GOCC_SPECIES_GO:0045335_PHAGOCYTIC_VESICLE	GOCC_SPECIES_GO:0045335_PHAGOCYTIC_VESICLE		19	0.7227902	1.9645634	0.0	0.003154546	0.15	3009	tags=68%, list=19%, signal=84%	
GOBP_SPECIES_GO:0007169_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY	GOBP_SPECIES_GO:0007169_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY		309	0.4648119	1.9607278	0.0	0.0032492662	0.157	3961	tags=45%, list=25%, signal=59%	
GOMF_SPECIES_GO:0017124_SH3_DOMAIN_BINDING	GOMF_SPECIES_GO:0017124_SH3_DOMAIN_BINDING		30	0.652631	1.9596955	0.0	0.0032094754	0.158	3917	tags=50%, list=25%, signal=66%	
GOBP_SPECIES_GO:2000377_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	GOBP_SPECIES_GO:2000377_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS		22	0.69920224	1.9572585	0.0	0.0032634716	0.163	3253	tags=59%, list=21%, signal=74%	
GOBP_SPECIES_GO:0007465_R7_CELL_FATE_COMMITMENT	GOBP_SPECIES_GO:0007465_R7_CELL_FATE_COMMITMENT		73	0.5458924	1.9537457	0.0013586957	0.0033336647	0.169	4439	tags=55%, list=28%, signal=76%	
GOBP_SPECIES_GO:0090130_TISSUE_MIGRATION	GOBP_SPECIES_GO:0090130_TISSUE_MIGRATION		329	0.4592253	1.9459236	0.0	0.0037419253	0.19	4536	tags=47%, list=29%, signal=65%	
GOMF_SPECIES_GO:0005125_CYTOKINE_ACTIVITY	GOMF_SPECIES_GO:0005125_CYTOKINE_ACTIVITY		18	0.72566885	1.9457387	0.0	0.0036785032	0.19	3206	tags=50%, list=20%, signal=63%	
GOBP_SPECIES_GO:0001752_COMPOUND_EYE_PHOTORECEPTOR_FATE_COMMITMENT	GOBP_SPECIES_GO:0001752_COMPOUND_EYE_PHOTORECEPTOR_FATE_COMMITMENT		157	0.48969254	1.9445544	0.0	0.003669108	0.191	4475	tags=49%, list=28%, signal=68%	
GOBP_SPECIES_GO:0044089_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	GOBP_SPECIES_GO:0044089_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS		256	0.46364948	1.9443989	0.0	0.0036089586	0.191	3039	tags=37%, list=19%, signal=45%	
GOBP_SPECIES_GO:0007469_ANTENNAL_DEVELOPMENT	GOBP_SPECIES_GO:0007469_ANTENNAL_DEVELOPMENT		51	0.5704772	1.9429845	0.0	0.0036675842	0.198	4367	tags=57%, list=28%, signal=78%	
GOMF_SPECIES_GO:0019955_CYTOKINE_BINDING	GOMF_SPECIES_GO:0019955_CYTOKINE_BINDING		19	0.7151396	1.9420888	0.0	0.0036258977	0.199	3653	tags=68%, list=23%, signal=89%	
GOBP_SPECIES_GO:0045570_REGULATION_OF_IMAGINAL_DISC_GROWTH	GOBP_SPECIES_GO:0045570_REGULATION_OF_IMAGINAL_DISC_GROWTH		93	0.5252488	1.9409444	0.0	0.0036828674	0.205	3520	tags=47%, list=22%, signal=61%	
GOBP_SPECIES_GO:0046777_PROTEIN_AUTOPHOSPHORYLATION	GOBP_SPECIES_GO:0046777_PROTEIN_AUTOPHOSPHORYLATION		73	0.55017185	1.940919	0.0	0.003626208	0.205	4230	tags=52%, list=27%, signal=71%	
GOMF_SPECIES_GO:0008083_GROWTH_FACTOR_ACTIVITY	GOMF_SPECIES_GO:0008083_GROWTH_FACTOR_ACTIVITY		24	0.6847709	1.9403938	0.0	0.0035870434	0.206	2691	tags=42%, list=17%, signal=50%	
GOBP_SPECIES_GO:0060395_SMAD_PROTEIN_SIGNAL_TRANSDUCTION	GOBP_SPECIES_GO:0060395_SMAD_PROTEIN_SIGNAL_TRANSDUCTION		15	0.7633925	1.9383353	0.0	0.0036572437	0.213	2374	tags=53%, list=15%, signal=63%	
GOMF_SPECIES_GO:0060589_NUCLEOSIDE-TRIPHOSPHATASE_REGULATOR_ACTIVITY	GOMF_SPECIES_GO:0060589_NUCLEOSIDE-TRIPHOSPHATASE_REGULATOR_ACTIVITY		169	0.4860577	1.9381819	0.0	0.0036186923	0.213	3039	tags=43%, list=19%, signal=52%	
GOBP_SPECIES_GO:0048645_ANIMAL_ORGAN_FORMATION	GOBP_SPECIES_GO:0048645_ANIMAL_ORGAN_FORMATION		113	0.5048434	1.9380301	0.0	0.0035662472	0.213	3299	tags=36%, list=21%, signal=46%	
GOBP_SPECIES_GO:0018108_PEPTIDYL-TYROSINE_PHOSPHORYLATION	GOBP_SPECIES_GO:0018108_PEPTIDYL-TYROSINE_PHOSPHORYLATION		68	0.5436812	1.9344233	0.0	0.0036792269	0.222	2387	tags=38%, list=15%, signal=45%	
GOBP_SPECIES_GO:0007033_VACUOLE_ORGANIZATION	GOBP_SPECIES_GO:0007033_VACUOLE_ORGANIZATION		104	0.5134078	1.9333858	0.0	0.003715207	0.225	4487	tags=52%, list=28%, signal=72%	
GOBP_SPECIES_GO:0048638_REGULATION_OF_DEVELOPMENTAL_GROWTH	GOBP_SPECIES_GO:0048638_REGULATION_OF_DEVELOPMENTAL_GROWTH		432	0.4469527	1.9308025	0.0	0.003908441	0.236	3686	tags=40%, list=23%, signal=50%	
GOBP_SPECIES_GO:0042706_EYE_PHOTORECEPTOR_CELL_FATE_COMMITMENT	GOBP_SPECIES_GO:0042706_EYE_PHOTORECEPTOR_CELL_FATE_COMMITMENT		157	0.48969254	1.9295725	0.0	0.0039118263	0.239	4475	tags=49%, list=28%, signal=68%	
GOMF_SPECIES_GO:0035091_PHOSPHATIDYLINOSITOL_BINDING	GOMF_SPECIES_GO:0035091_PHOSPHATIDYLINOSITOL_BINDING		137	0.49182084	1.9291128	0.0	0.003887009	0.24	5437	tags=58%, list=35%, signal=88%	
GOMF_SPECIES_GO:0004725_PROTEIN_TYROSINE_PHOSPHATASE_ACTIVITY	GOMF_SPECIES_GO:0004725_PROTEIN_TYROSINE_PHOSPHATASE_ACTIVITY		50	0.57867837	1.9286692	0.0	0.00387701	0.241	2880	tags=44%, list=18%, signal=54%	
GOMF_SPECIES_GO:0030695_GTPASE_REGULATOR_ACTIVITY	GOMF_SPECIES_GO:0030695_GTPASE_REGULATOR_ACTIVITY		169	0.4860577	1.9258345	0.0	0.004071247	0.252	3039	tags=43%, list=19%, signal=52%	
GOCC_SPECIES_GO:0062129_CHITIN-BASED_EXTRACELLULAR_MATRIX	GOCC_SPECIES_GO:0062129_CHITIN-BASED_EXTRACELLULAR_MATRIX		161	0.4845596	1.9226718	0.0	0.004166413	0.261	3613	tags=47%, list=23%, signal=61%	
GOBP_SPECIES_GO:0051960_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	GOBP_SPECIES_GO:0051960_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT		400	0.44548064	1.9222618	0.0	0.0041925246	0.264	3955	tags=41%, list=25%, signal=53%	
GOMF_SPECIES_GO:0004672_PROTEIN_KINASE_ACTIVITY	GOMF_SPECIES_GO:0004672_PROTEIN_KINASE_ACTIVITY		222	0.47034845	1.9200258	0.0	0.0042577656	0.27	3463	tags=38%, list=22%, signal=48%	
GOBP_SPECIES_GO:0007416_SYNAPSE_ASSEMBLY	GOBP_SPECIES_GO:0007416_SYNAPSE_ASSEMBLY		325	0.45093757	1.9108549	0.0	0.0049940343	0.318	3699	tags=40%, list=23%, signal=52%	
GOBP_SPECIES_GO:0018212_PEPTIDYL-TYROSINE_MODIFICATION	GOBP_SPECIES_GO:0018212_PEPTIDYL-TYROSINE_MODIFICATION		70	0.5417969	1.9089121	0.0	0.005189431	0.332	2387	tags=37%, list=15%, signal=44%	
GOBP_SPECIES_GO:0007156_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	GOBP_SPECIES_GO:0007156_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES		79	0.5243962	1.9081721	0.0	0.0051896474	0.334	3443	tags=46%, list=22%, signal=58%	
GOBP_SPECIES_GO:0010632_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	GOBP_SPECIES_GO:0010632_REGULATION_OF_EPITHELIAL_CELL_MIGRATION		87	0.52049464	1.9076034	0.0	0.0052016843	0.338	5535	tags=67%, list=35%, signal=102%	
GOBP_SPECIES_GO:0016236_MACROAUTOPHAGY	GOBP_SPECIES_GO:0016236_MACROAUTOPHAGY		163	0.4774672	1.9046783	0.0	0.005361941	0.346	5337	tags=60%, list=34%, signal=89%	
GOBP_SPECIES_GO:0001667_AMEBOIDAL-TYPE_CELL_MIGRATION	GOBP_SPECIES_GO:0001667_AMEBOIDAL-TYPE_CELL_MIGRATION		339	0.45015514	1.9031973	0.0	0.0054698037	0.354	4536	tags=47%, list=29%, signal=65%	
GOBP_SPECIES_GO:0014009_GLIAL_CELL_PROLIFERATION	GOBP_SPECIES_GO:0014009_GLIAL_CELL_PROLIFERATION		29	0.64057106	1.9028357	0.0	0.0054300195	0.356	3872	tags=59%, list=25%, signal=78%	
GOBP_SPECIES_GO:0060560_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS	GOBP_SPECIES_GO:0060560_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS		237	0.46069705	1.9022145	0.0	0.005427435	0.359	4889	tags=46%, list=31%, signal=66%	
GOBP_SPECIES_GO:0042676_COMPOUND_EYE_CONE_CELL_FATE_COMMITMENT	GOBP_SPECIES_GO:0042676_COMPOUND_EYE_CONE_CELL_FATE_COMMITMENT		18	0.71188927	1.9018081	0.0015479876	0.005377613	0.36	2485	tags=56%, list=16%, signal=66%	
GOBP_SPECIES_GO:0046578_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION	GOBP_SPECIES_GO:0046578_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION		101	0.50938827	1.9011661	0.0	0.005387273	0.363	5196	tags=62%, list=33%, signal=93%	
GOMF_SPECIES_GO:0042302_STRUCTURAL_CONSTITUENT_OF_CUTICLE	GOMF_SPECIES_GO:0042302_STRUCTURAL_CONSTITUENT_OF_CUTICLE		222	0.46416545	1.900776	0.0	0.0053964495	0.366	3613	tags=45%, list=23%, signal=57%	
GOMF_SPECIES_GO:1902936_PHOSPHATIDYLINOSITOL_BISPHOSPHATE_BINDING	GOMF_SPECIES_GO:1902936_PHOSPHATIDYLINOSITOL_BISPHOSPHATE_BINDING		63	0.5411721	1.8971227	0.0	0.005678546	0.385	5437	tags=57%, list=35%, signal=87%	
GOBP_SPECIES_GO:0045596_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION	GOBP_SPECIES_GO:0045596_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION		178	0.46932098	1.8968662	0.0	0.0056395433	0.386	4448	tags=44%, list=28%, signal=61%	
GOBP_SPECIES_GO:1901184_REGULATION_OF_ERBB_SIGNALING_PATHWAY	GOBP_SPECIES_GO:1901184_REGULATION_OF_ERBB_SIGNALING_PATHWAY		78	0.52351224	1.8963488	0.0	0.005656573	0.392	2865	tags=46%, list=18%, signal=56%	
GOBP_SPECIES_GO:0032535_REGULATION_OF_CELLULAR_COMPONENT_SIZE	GOBP_SPECIES_GO:0032535_REGULATION_OF_CELLULAR_COMPONENT_SIZE		261	0.45024106	1.8946693	0.0	0.005696086	0.397	3903	tags=43%, list=25%, signal=56%	
GOBP_SPECIES_GO:0051093_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	GOBP_SPECIES_GO:0051093_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS		371	0.4419339	1.8927443	0.0	0.0058433563	0.409	5049	tags=48%, list=32%, signal=69%	
GOBP_SPECIES_GO:0042058_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	GOBP_SPECIES_GO:0042058_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY		78	0.52351224	1.8871394	0.0	0.0063666683	0.441	2865	tags=46%, list=18%, signal=56%	
GOMF_SPECIES_GO:0106310_PROTEIN_SERINE_KINASE_ACTIVITY	GOMF_SPECIES_GO:0106310_PROTEIN_SERINE_KINASE_ACTIVITY		113	0.4941343	1.8870151	0.0	0.006301033	0.441	3463	tags=39%, list=22%, signal=50%	
