NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDRqval	FWER p-val	RANK AT MAX	LEADING EDGE	
GOCC_SPECIES_GO:0030684_PRERIBOSOME	GOCC_SPECIES_GO:0030684_PRERIBOSOME	Details ...	81	0.627261	2.2150044	0.0	1.657913E-5	0.001	3075	tags=60%, list=20%, signal=75%	
GOBP_SPECIES_GO:0022900_ELECTRON_TRANSPORT_CHAIN	GOBP_SPECIES_GO:0022900_ELECTRON_TRANSPORT_CHAIN	Details ...	102	0.6083597	2.2069864	0.0	1.6218713E-5	0.001	3587	tags=54%, list=23%, signal=69%	
GOMF_SPECIES_GO:0015453_OXIDOREDUCTION-DRIVEN_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_SPECIES_GO:0015453_OXIDOREDUCTION-DRIVEN_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	Details ...	33	0.7394561	2.1880965	0.0	3.195947E-5	0.002	1343	tags=45%, list=9%, signal=50%	
GOBP_SPECIES_GO:0042274_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS	GOBP_SPECIES_GO:0042274_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS	Details ...	57	0.66344666	2.1805227	0.0	3.1293643E-5	0.002	2790	tags=63%, list=18%, signal=76%	
GOBP_SPECIES_GO:0030490_MATURATION_OF_SSU-RR	GOBP_SPECIES_GO:0030490_MATURATION_OF_SSU-RR	Details ...	44	0.6839565	2.1648624	0.0	4.580854E-5	0.003	2460	tags=59%, list=16%, signal=70%	
GOCC_SPECIES_GO:0070069_CYTOCHROME_COMPLEX	GOCC_SPECIES_GO:0070069_CYTOCHROME_COMPLEX	Details ...	30	0.74222547	2.1626165	0.0	4.489237E-5	0.003	3420	tags=77%, list=22%, signal=98%	
GOBP_SPECIES_GO:0045333_CELLULAR_RESPIRATION	GOBP_SPECIES_GO:0045333_CELLULAR_RESPIRATION	Details ...	183	0.5532447	2.1599295	0.0	4.401213E-5	0.003	3587	tags=46%, list=23%, signal=59%	
GOCC_SPECIES_GO:0032040_SMALL-SUBUNIT_PROCESSOME	GOCC_SPECIES_GO:0032040_SMALL-SUBUNIT_PROCESSOME	Details ...	39	0.69873923	2.1528127	0.0	5.7528854E-5	0.004	3075	tags=69%, list=20%, signal=86%	
GOBP_SPECIES_GO:0046034_ATP_METABOLIC_PROCESS	GOBP_SPECIES_GO:0046034_ATP_METABOLIC_PROCESS	Details ...	185	0.54532814	2.1463585	0.0	5.6443405E-5	0.004	3184	tags=44%, list=20%, signal=55%	
GOMF_SPECIES_GO:0042302_STRUCTURAL_CONSTITUENT_OF_CUTICLE	GOMF_SPECIES_GO:0042302_STRUCTURAL_CONSTITUENT_OF_CUTICLE	Details ...	222	0.526351	2.1269486	0.0	6.94092E-5	0.005	1857	tags=26%, list=12%, signal=29%	
GOBP_SPECIES_GO:0022904_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN	GOBP_SPECIES_GO:0022904_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN	Details ...	87	0.59557456	2.1147223	0.0	1.0931241E-4	0.008	3587	tags=53%, list=23%, signal=68%	
GOBP_SPECIES_GO:0017004_CYTOCHROME_COMPLEX_ASSEMBLY	GOBP_SPECIES_GO:0017004_CYTOCHROME_COMPLEX_ASSEMBLY	Details ...	25	0.75193083	2.0989704	0.0	1.610326E-4	0.012	3062	tags=84%, list=19%, signal=104%	
GOBP_SPECIES_GO:0022613_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	GOBP_SPECIES_GO:0022613_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	Details ...	397	0.4867223	2.0585206	0.0	3.5734972E-4	0.027	2606	tags=41%, list=17%, signal=48%	
GOCC_SPECIES_GO:1990351_TRANSPORTER_COMPLEX	GOCC_SPECIES_GO:1990351_TRANSPORTER_COMPLEX	Details ...	184	0.5155826	2.0286224	0.0	6.5053115E-4	0.048	2114	tags=35%, list=13%, signal=40%	
GOMF_SPECIES_GO:0140318_PROTEIN_TRANSPORTER_ACTIVITY	GOMF_SPECIES_GO:0140318_PROTEIN_TRANSPORTER_ACTIVITY	Details ...	25	0.7197939	2.019065	0.0016666667	7.546623E-4	0.057	2637	tags=64%, list=17%, signal=77%	
GOBP_SPECIES_GO:0072655_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	GOBP_SPECIES_GO:0072655_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	Details ...	54	0.61185116	2.0099013	0.0	8.5492944E-4	0.065	3031	tags=54%, list=19%, signal=66%	
GOBP_SPECIES_GO:0010257_DH_DEHYDROGENASE_COMPLEX_ASSEMBLY	GOBP_SPECIES_GO:0010257_DH_DEHYDROGENASE_COMPLEX_ASSEMBLY	Details ...	44	0.63337564	2.000242	0.0	9.89576E-4	0.077	2575	tags=57%, list=16%, signal=68%	
GOBP_SPECIES_GO:0032981_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I_ASSEMBLY	GOBP_SPECIES_GO:0032981_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I_ASSEMBLY	Details ...	44	0.63337564	1.9928252	0.0015408321	0.0010825488	0.086	2575	tags=57%, list=16%, signal=68%	
GOBP_SPECIES_GO:0070585_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	GOBP_SPECIES_GO:0070585_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	Details ...	54	0.61185116	1.9891125	0.0	0.0011850228	0.094	3031	tags=54%, list=19%, signal=66%	
GOCC_SPECIES_GO:1902495_TRANSMEMBRANE_TRANSPORTER_COMPLEX	GOCC_SPECIES_GO:1902495_TRANSMEMBRANE_TRANSPORTER_COMPLEX	Details ...	174	0.50694394	1.9810497	0.0	0.0014735647	0.118	2413	tags=36%, list=15%, signal=42%	
GOBP_SPECIES_GO:0006120_MITOCHONDRIAL_ELECTRON_TRANSPORT,_DH_TO_UBIQUINONE	GOBP_SPECIES_GO:0006120_MITOCHONDRIAL_ELECTRON_TRANSPORT,_DH_TO_UBIQUINONE	Details ...	22	0.7299365	1.9527798	0.0	0.0023918026	0.185	2413	tags=55%, list=15%, signal=64%	
GOBP_SPECIES_GO:0000463_MATURATION_OF_LSU-RR_FROM_TRICISTRONIC_RR_TRANSCRIPT_(SSU-RR,_5.8S_RR,_LSU-RR)	GOBP_SPECIES_GO:0000463_MATURATION_OF_LSU-RR_FROM_TRICISTRONIC_RR_TRANSCRIPT_(SSU-RR,_5.8S_RR,_LSU-RR)	Details ...	24	0.6993178	1.9485233	0.0	0.0025266402	0.196	2176	tags=63%, list=14%, signal=72%	
GOBP_SPECIES_GO:0034470_NCR_PROCESSING	GOBP_SPECIES_GO:0034470_NCR_PROCESSING	Details ...	331	0.4684777	1.9459071	0.0	0.0025901883	0.203	3084	tags=43%, list=20%, signal=52%	
GOBP_SPECIES_GO:1903715_REGULATION_OF_AEROBIC_RESPIRATION	GOBP_SPECIES_GO:1903715_REGULATION_OF_AEROBIC_RESPIRATION	Details ...	19	0.7332166	1.9268659	0.0	0.00337418	0.259	2606	tags=47%, list=17%, signal=57%	
GOBP_SPECIES_GO:0006626_PROTEIN_TARGETING_TO_MITOCHONDRION	GOBP_SPECIES_GO:0006626_PROTEIN_TARGETING_TO_MITOCHONDRION	Details ...	51	0.5977244	1.9262466	0.0	0.003347402	0.26	3031	tags=53%, list=19%, signal=65%	
GOMF_SPECIES_GO:0008137_DH_DEHYDROGENASE_(UBIQUINONE)_ACTIVITY	GOMF_SPECIES_GO:0008137_DH_DEHYDROGENASE_(UBIQUINONE)_ACTIVITY	Details ...	18	0.73672116	1.9234636	0.0	0.0033860998	0.267	1343	tags=39%, list=9%, signal=42%	
GOMF_SPECIES_GO:0005214_STRUCTURAL_CONSTITUENT_OF_CHITIN-BASED_CUTICLE	GOMF_SPECIES_GO:0005214_STRUCTURAL_CONSTITUENT_OF_CHITIN-BASED_CUTICLE	Details ...	160	0.49679148	1.9183599	0.0	0.0036035303	0.285	3256	tags=34%, list=21%, signal=43%	
GOBP_SPECIES_GO:0002082_REGULATION_OF_OXIDATIVE_PHOSPHORYLATION	GOBP_SPECIES_GO:0002082_REGULATION_OF_OXIDATIVE_PHOSPHORYLATION	Details ...	19	0.7332166	1.9109839	0.0017035775	0.003962854	0.311	2606	tags=47%, list=17%, signal=57%	
GOBP_SPECIES_GO:0008535_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY	GOBP_SPECIES_GO:0008535_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY	Details ...	18	0.7269427	1.9047133	0.0	0.004436502	0.348	3062	tags=78%, list=19%, signal=96%	
GOMF_SPECIES_GO:0050136_DH_DEHYDROGENASE_(QUINONE)_ACTIVITY	GOMF_SPECIES_GO:0050136_DH_DEHYDROGENASE_(QUINONE)_ACTIVITY	Details ...	18	0.73672116	1.8986915	0.0	0.0048160246	0.379	1343	tags=39%, list=9%, signal=42%	
GOCC_SPECIES_GO:0062129_CHITIN-BASED_EXTRACELLULAR_MATRIX	GOCC_SPECIES_GO:0062129_CHITIN-BASED_EXTRACELLULAR_MATRIX	Details ...	161	0.48997182	1.8982853	0.0	0.004781953	0.38	3256	tags=33%, list=21%, signal=41%	
GOMF_SPECIES_GO:0016655_OXIDOREDUCTASE_ACTIVITY,_ACTING_ON_D(P)H,_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR	GOMF_SPECIES_GO:0016655_OXIDOREDUCTASE_ACTIVITY,_ACTING_ON_D(P)H,_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR	Details ...	18	0.73672116	1.8982503	0.0	0.0047190324	0.38	1343	tags=39%, list=9%, signal=42%	
GOCC_SPECIES_GO:0005730_NUCLEOLUS	GOCC_SPECIES_GO:0005730_NUCLEOLUS	Details ...	314	0.4531031	1.8980372	0.0	0.0046674036	0.38	2467	tags=38%, list=16%, signal=44%	
GOMF_SPECIES_GO:0015399_PRIMARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_SPECIES_GO:0015399_PRIMARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	Details ...	128	0.5027561	1.8977174	0.0	0.0046459404	0.382	4068	tags=45%, list=26%, signal=61%	
GOBP_SPECIES_GO:0015980_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	GOBP_SPECIES_GO:0015980_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	Details ...	232	0.47165626	1.8904358	0.0	0.004960906	0.404	3671	tags=40%, list=23%, signal=52%	
GOBP_SPECIES_GO:0090151_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE	GOBP_SPECIES_GO:0090151_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE	Details ...	16	0.7400364	1.8848828	0.0	0.005399411	0.43	2497	tags=63%, list=16%, signal=74%	
GOBP_SPECIES_GO:0043457_REGULATION_OF_CELLULAR_RESPIRATION	GOBP_SPECIES_GO:0043457_REGULATION_OF_CELLULAR_RESPIRATION	Details ...	21	0.7094007	1.8832948	0.0	0.0055000857	0.442	2606	tags=48%, list=17%, signal=57%	
GOCC_SPECIES_GO:0045277_RESPIRATORY_CHAIN_COMPLEX_IV	GOCC_SPECIES_GO:0045277_RESPIRATORY_CHAIN_COMPLEX_IV	Details ...	17	0.7421907	1.8779123	0.0	0.00589343	0.468	3420	tags=76%, list=22%, signal=98%	
GOMF_SPECIES_GO:0008010_STRUCTURAL_CONSTITUENT_OF_CHITIN-BASED_LARVAL_CUTICLE	GOMF_SPECIES_GO:0008010_STRUCTURAL_CONSTITUENT_OF_CHITIN-BASED_LARVAL_CUTICLE	Details ...	86	0.52580094	1.8770216	0.0	0.0059134346	0.472	3200	tags=36%, list=20%, signal=45%	
GOMF_SPECIES_GO:0043022_RIBOSOME_BINDING	GOMF_SPECIES_GO:0043022_RIBOSOME_BINDING	Details ...	38	0.60927385	1.8697873	0.0	0.0065267542	0.507	3448	tags=63%, list=22%, signal=81%	
GOBP_SPECIES_GO:0000462_MATURATION_OF_SSU-RR_FROM_TRICISTRONIC_RR_TRANSCRIPT_(SSU-RR,_5.8S_RR,_LSU-RR)	GOBP_SPECIES_GO:0000462_MATURATION_OF_SSU-RR_FROM_TRICISTRONIC_RR_TRANSCRIPT_(SSU-RR,_5.8S_RR,_LSU-RR)	Details ...	32	0.6293821	1.8694154	0.0	0.0064855353	0.507	2790	tags=53%, list=18%, signal=64%	
GOMF_SPECIES_GO:0003955_D(P)H_DEHYDROGENASE_(QUINONE)_ACTIVITY	GOMF_SPECIES_GO:0003955_D(P)H_DEHYDROGENASE_(QUINONE)_ACTIVITY	Details ...	18	0.73672116	1.8686326	0.0	0.0065158824	0.515	1343	tags=39%, list=9%, signal=42%	
GOBP_SPECIES_GO:0042255_RIBOSOME_ASSEMBLY	GOBP_SPECIES_GO:0042255_RIBOSOME_ASSEMBLY	Details ...	64	0.54889864	1.8516659	0.0	0.008203207	0.599	2072	tags=42%, list=13%, signal=48%	
GOBP_SPECIES_GO:0000154_RR_MODIFICATION	GOBP_SPECIES_GO:0000154_RR_MODIFICATION	Details ...	31	0.6234331	1.8402977	0.0015797789	0.009783506	0.663	2250	tags=52%, list=14%, signal=60%	
GOMF_SPECIES_GO:0140102_CATALYTIC_ACTIVITY,_ACTING_ON_A_RR	GOMF_SPECIES_GO:0140102_CATALYTIC_ACTIVITY,_ACTING_ON_A_RR	Details ...	19	0.6928438	1.830315	0.0034188034	0.010945563	0.708	2250	tags=58%, list=14%, signal=67%	
GOBP_SPECIES_GO:0030150_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX	GOBP_SPECIES_GO:0030150_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX	Details ...	20	0.6737519	1.8295869	0.0016863407	0.010966558	0.716	3660	tags=75%, list=23%, signal=98%	
GOMF_SPECIES_GO:0009922_FATTY_ACID_ELONGASE_ACTIVITY	GOMF_SPECIES_GO:0009922_FATTY_ACID_ELONGASE_ACTIVITY	Details ...	20	0.67961	1.8276579	0.0017211704	0.011179125	0.728	4863	tags=60%, list=31%, signal=87%	
GOBP_SPECIES_GO:1903578_REGULATION_OF_ATP_METABOLIC_PROCESS	GOBP_SPECIES_GO:1903578_REGULATION_OF_ATP_METABOLIC_PROCESS	Details ...	33	0.6081888	1.8230665	0.0016556291	0.011920191	0.756	2606	tags=42%, list=17%, signal=51%	
GOBP_SPECIES_GO:0006839_MITOCHONDRIAL_TRANSPORT	GOBP_SPECIES_GO:0006839_MITOCHONDRIAL_TRANSPORT	Details ...	81	0.5165102	1.821759	0.0	0.011938119	0.763	3671	tags=47%, list=23%, signal=61%	
GOCC_SPECIES_GO:0005758_MITOCHONDRIAL_INTERMEMBRANE_SPACE	GOCC_SPECIES_GO:0005758_MITOCHONDRIAL_INTERMEMBRANE_SPACE	Details ...	36	0.6064542	1.8141841	0.0	0.013064098	0.799	2510	tags=50%, list=16%, signal=59%	
GOMF_SPECIES_GO:0102756_VERY-LONG-CHAIN_3-KETOACYL-COA_SYNTHASE_ACTIVITY	GOMF_SPECIES_GO:0102756_VERY-LONG-CHAIN_3-KETOACYL-COA_SYNTHASE_ACTIVITY	Details ...	20	0.67961	1.8097442	0.0016556291	0.013730668	0.817	4863	tags=60%, list=31%, signal=87%	
