NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDRqval	FWER p-val	RANK AT MAX	LEADING EDGE	
GOCC_SPECIES_GO:0030964_DH_DEHYDROGENASE_COMPLEX	GOCC_SPECIES_GO:0030964_DH_DEHYDROGENASE_COMPLEX	Details ...	51	0.8409435	2.5512986	0.0	0.0	0.0	1698	tags=67%, list=11%, signal=74%	
GOBP_SPECIES_GO:0042775_MITOCHONDRIAL_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	GOBP_SPECIES_GO:0042775_MITOCHONDRIAL_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	Details ...	66	0.7818162	2.5340235	0.0	0.0	0.0	1588	tags=50%, list=10%, signal=55%	
GOBP_SPECIES_GO:0042773_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	GOBP_SPECIES_GO:0042773_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	Details ...	68	0.77742106	2.5066767	0.0	0.0	0.0	1588	tags=50%, list=10%, signal=55%	
GOCC_SPECIES_GO:0016469_PROTON-TRANSPORTING_TWO-SECTOR_ATPASE_COMPLEX	GOCC_SPECIES_GO:0016469_PROTON-TRANSPORTING_TWO-SECTOR_ATPASE_COMPLEX	Details ...	53	0.7993722	2.4948795	0.0	0.0	0.0	346	tags=42%, list=2%, signal=42%	
GOBP_SPECIES_GO:0006091_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	GOBP_SPECIES_GO:0006091_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	Details ...	299	0.6352876	2.4518871	0.0	0.0	0.0	2074	tags=40%, list=13%, signal=45%	
GOBP_SPECIES_GO:1902600_PROTON_TRANSMEMBRANE_TRANSPORT	GOBP_SPECIES_GO:1902600_PROTON_TRANSMEMBRANE_TRANSPORT	Details ...	86	0.7335142	2.440955	0.0	0.0	0.0	2149	tags=47%, list=14%, signal=54%	
GOBP_SPECIES_GO:0045333_CELLULAR_RESPIRATION	GOBP_SPECIES_GO:0045333_CELLULAR_RESPIRATION	Details ...	183	0.6650935	2.4218044	0.0	0.0	0.0	2159	tags=45%, list=14%, signal=51%	
GOMF_SPECIES_GO:0015078_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_SPECIES_GO:0015078_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	Details ...	76	0.7348343	2.4173927	0.0	0.0	0.0	1928	tags=45%, list=12%, signal=51%	
GOBP_SPECIES_GO:0046034_ATP_METABOLIC_PROCESS	GOBP_SPECIES_GO:0046034_ATP_METABOLIC_PROCESS	Details ...	185	0.6478	2.410514	0.0	0.0	0.0	1609	tags=38%, list=10%, signal=42%	
GOCC_SPECIES_GO:0005743_MITOCHONDRIAL_INNER_MEMBRANE	GOCC_SPECIES_GO:0005743_MITOCHONDRIAL_INNER_MEMBRANE	Details ...	293	0.6225714	2.3831315	0.0	0.0	0.0	2209	tags=42%, list=14%, signal=48%	
GOBP_SPECIES_GO:0006090_PYRUVATE_METABOLIC_PROCESS	GOBP_SPECIES_GO:0006090_PYRUVATE_METABOLIC_PROCESS	Details ...	73	0.7262674	2.377242	0.0	0.0	0.0	1575	tags=47%, list=10%, signal=52%	
GOBP_SPECIES_GO:0015980_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	GOBP_SPECIES_GO:0015980_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	Details ...	232	0.62727964	2.3736851	0.0	0.0	0.0	2159	tags=40%, list=14%, signal=45%	
GOBP_SPECIES_GO:0009060_AEROBIC_RESPIRATION	GOBP_SPECIES_GO:0009060_AEROBIC_RESPIRATION	Details ...	157	0.65686667	2.365473	0.0	0.0	0.0	2159	tags=44%, list=14%, signal=50%	
GOCC_SPECIES_GO:0019866_ORGANELLE_INNER_MEMBRANE	GOCC_SPECIES_GO:0019866_ORGANELLE_INNER_MEMBRANE	Details ...	312	0.6118315	2.3490767	0.0	0.0	0.0	2209	tags=41%, list=14%, signal=46%	
GOMF_SPECIES_GO:0016616_OXIDOREDUCTASE_ACTIVITY,_ACTING_ON_THE_CH-OH_GROUP_OF_DONORS,_D_OR_DP_AS_ACCEPTOR	GOMF_SPECIES_GO:0016616_OXIDOREDUCTASE_ACTIVITY,_ACTING_ON_THE_CH-OH_GROUP_OF_DONORS,_D_OR_DP_AS_ACCEPTOR	Details ...	149	0.6432924	2.3363786	0.0	0.0	0.0	2015	tags=41%, list=13%, signal=47%	
GOCC_SPECIES_GO:0045259_PROTON-TRANSPORTING_ATP_SYNTHASE_COMPLEX	GOCC_SPECIES_GO:0045259_PROTON-TRANSPORTING_ATP_SYNTHASE_COMPLEX	Details ...	28	0.83777416	2.3077989	0.0	0.0	0.0	346	tags=50%, list=2%, signal=51%	
GOBP_SPECIES_GO:0032787_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS	GOBP_SPECIES_GO:0032787_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS	Details ...	335	0.59866196	2.306837	0.0	0.0	0.0	1575	tags=34%, list=10%, signal=37%	
GOCC_SPECIES_GO:0005753_MITOCHONDRIAL_PROTON-TRANSPORTING_ATP_SYNTHASE_COMPLEX	GOCC_SPECIES_GO:0005753_MITOCHONDRIAL_PROTON-TRANSPORTING_ATP_SYNTHASE_COMPLEX	Details ...	28	0.83777416	2.3059812	0.0	0.0	0.0	346	tags=50%, list=2%, signal=51%	
GOBP_SPECIES_GO:0006635_FATTY_ACID_BETA-OXIDATION	GOBP_SPECIES_GO:0006635_FATTY_ACID_BETA-OXIDATION	Details ...	62	0.71283996	2.2866375	0.0	0.0	0.0	2441	tags=60%, list=16%, signal=70%	
GOBP_SPECIES_GO:0035384_THIOESTER_BIOSYNTHETIC_PROCESS	GOBP_SPECIES_GO:0035384_THIOESTER_BIOSYNTHETIC_PROCESS	Details ...	37	0.7763614	2.2832832	0.0	0.0	0.0	2159	tags=62%, list=14%, signal=72%	
GOBP_SPECIES_GO:0006119_OXIDATIVE_PHOSPHORYLATION	GOBP_SPECIES_GO:0006119_OXIDATIVE_PHOSPHORYLATION	Details ...	118	0.64726096	2.2748225	0.0	0.0	0.0	1609	tags=41%, list=10%, signal=45%	
GOMF_SPECIES_GO:0046933_PROTON-TRANSPORTING_ATP_SYNTHASE_ACTIVITY,_ROTATIONAL_MECHANISM	GOMF_SPECIES_GO:0046933_PROTON-TRANSPORTING_ATP_SYNTHASE_ACTIVITY,_ROTATIONAL_MECHANISM	Details ...	27	0.8288115	2.2736127	0.0	0.0	0.0	346	tags=48%, list=2%, signal=49%	
GOBP_SPECIES_GO:0044282_SMALL_MOLECULE_CATABOLIC_PROCESS	GOBP_SPECIES_GO:0044282_SMALL_MOLECULE_CATABOLIC_PROCESS	Details ...	284	0.5934869	2.2590997	0.0	0.0	0.0	1428	tags=29%, list=9%, signal=32%	
GOBP_SPECIES_GO:0010257_DH_DEHYDROGENASE_COMPLEX_ASSEMBLY	GOBP_SPECIES_GO:0010257_DH_DEHYDROGENASE_COMPLEX_ASSEMBLY	Details ...	44	0.7547164	2.2589228	0.0	0.0	0.0	1676	tags=50%, list=11%, signal=56%	
GOBP_SPECIES_GO:0032981_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I_ASSEMBLY	GOBP_SPECIES_GO:0032981_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I_ASSEMBLY	Details ...	44	0.7547164	2.256361	0.0	0.0	0.0	1676	tags=50%, list=11%, signal=56%	
GOBP_SPECIES_GO:0016054_ORGANIC_ACID_CATABOLIC_PROCESS	GOBP_SPECIES_GO:0016054_ORGANIC_ACID_CATABOLIC_PROCESS	Details ...	208	0.6001219	2.2531707	0.0	0.0	0.0	1428	tags=30%, list=9%, signal=33%	
GOBP_SPECIES_GO:0071616_ACYL-COA_BIOSYNTHETIC_PROCESS	GOBP_SPECIES_GO:0071616_ACYL-COA_BIOSYNTHETIC_PROCESS	Details ...	37	0.7763614	2.252491	0.0	0.0	0.0	2159	tags=62%, list=14%, signal=72%	
GOMF_SPECIES_GO:0015252_PROTON_CHANNEL_ACTIVITY	GOMF_SPECIES_GO:0015252_PROTON_CHANNEL_ACTIVITY	Details ...	31	0.8024094	2.2440825	0.0	0.0	0.0	1914	tags=55%, list=12%, signal=62%	
GOMF_SPECIES_GO:0009055_ELECTRON_TRANSFER_ACTIVITY	GOMF_SPECIES_GO:0009055_ELECTRON_TRANSFER_ACTIVITY	Details ...	40	0.744617	2.2340374	0.0	0.0	0.0	2209	tags=48%, list=14%, signal=55%	
GOBP_SPECIES_GO:0046395_CARBOXYLIC_ACID_CATABOLIC_PROCESS	GOBP_SPECIES_GO:0046395_CARBOXYLIC_ACID_CATABOLIC_PROCESS	Details ...	206	0.60260147	2.2308054	0.0	0.0	0.0	1428	tags=31%, list=9%, signal=33%	
GOMF_SPECIES_GO:0004602_GLUTATHIONE_PEROXIDASE_ACTIVITY	GOMF_SPECIES_GO:0004602_GLUTATHIONE_PEROXIDASE_ACTIVITY	Details ...	29	0.80771965	2.2294242	0.0	0.0	0.0	1222	tags=55%, list=8%, signal=60%	
GOCC_SPECIES_GO:0031966_MITOCHONDRIAL_MEMBRANE	GOCC_SPECIES_GO:0031966_MITOCHONDRIAL_MEMBRANE	Details ...	384	0.56831574	2.2218761	0.0	0.0	0.0	1914	tags=35%, list=12%, signal=39%	
GOBP_SPECIES_GO:0009145_PURINE_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	GOBP_SPECIES_GO:0009145_PURINE_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	Details ...	41	0.7382935	2.204321	0.0	0.0	0.0	1914	tags=49%, list=12%, signal=55%	
GOCC_SPECIES_GO:0005740_MITOCHONDRIAL_ENVELOPE	GOCC_SPECIES_GO:0005740_MITOCHONDRIAL_ENVELOPE	Details ...	408	0.5609971	2.200103	0.0	0.0	0.0	1914	tags=34%, list=12%, signal=38%	
GOBP_SPECIES_GO:0009152_PURINE_RIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS	GOBP_SPECIES_GO:0009152_PURINE_RIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS	Details ...	139	0.6154094	2.198534	0.0	0.0	0.0	2159	tags=38%, list=14%, signal=44%	
GOBP_SPECIES_GO:0009206_PURINE_RIBONUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	GOBP_SPECIES_GO:0009206_PURINE_RIBONUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	Details ...	41	0.7382935	2.1939213	0.0	0.0	0.0	1914	tags=49%, list=12%, signal=55%	
GOBP_SPECIES_GO:0006754_ATP_BIOSYNTHETIC_PROCESS	GOBP_SPECIES_GO:0006754_ATP_BIOSYNTHETIC_PROCESS	Details ...	33	0.7741172	2.190541	0.0	0.0	0.0	346	tags=42%, list=2%, signal=43%	
GOBP_SPECIES_GO:0009144_PURINE_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	GOBP_SPECIES_GO:0009144_PURINE_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	Details ...	44	0.7285269	2.1889143	0.0	0.0	0.0	346	tags=36%, list=2%, signal=37%	
GOMF_SPECIES_GO:0004364_GLUTATHIONE_TRANSFERASE_ACTIVITY	GOMF_SPECIES_GO:0004364_GLUTATHIONE_TRANSFERASE_ACTIVITY	Details ...	40	0.734147	2.1715415	0.0	0.0	0.0	1222	tags=52%, list=8%, signal=57%	
GOBP_SPECIES_GO:0015986_PROTON_MOTIVE_FORCE-DRIVEN_ATP_SYNTHESIS	GOBP_SPECIES_GO:0015986_PROTON_MOTIVE_FORCE-DRIVEN_ATP_SYNTHESIS	Details ...	29	0.7819898	2.1673322	0.0	0.0	0.0	346	tags=45%, list=2%, signal=46%	
GOBP_SPECIES_GO:0006749_GLUTATHIONE_METABOLIC_PROCESS	GOBP_SPECIES_GO:0006749_GLUTATHIONE_METABOLIC_PROCESS	Details ...	45	0.7151193	2.1670802	0.0	0.0	0.0	1222	tags=47%, list=8%, signal=50%	
GOBP_SPECIES_GO:0009205_PURINE_RIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	GOBP_SPECIES_GO:0009205_PURINE_RIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	Details ...	44	0.7285269	2.1660175	0.0	0.0	0.0	346	tags=36%, list=2%, signal=37%	
GOBP_SPECIES_GO:0009260_RIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS	GOBP_SPECIES_GO:0009260_RIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS	Details ...	158	0.59866	2.164962	0.0	0.0	0.0	2074	tags=36%, list=13%, signal=41%	
GOCC_SPECIES_GO:0033177_PROTON-TRANSPORTING_TWO-SECTOR_ATPASE_COMPLEX,_PROTON-TRANSPORTING_DOMAIN	GOCC_SPECIES_GO:0033177_PROTON-TRANSPORTING_TWO-SECTOR_ATPASE_COMPLEX,_PROTON-TRANSPORTING_DOMAIN	Details ...	27	0.7886031	2.1613376	0.0	2.5179954E-5	0.002	980	tags=41%, list=6%, signal=43%	
GOBP_SPECIES_GO:0033108_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY	GOBP_SPECIES_GO:0033108_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY	Details ...	71	0.66343373	2.1592715	0.0	2.4722138E-5	0.002	1679	tags=45%, list=11%, signal=50%	
GOBP_SPECIES_GO:0019693_RIBOSE_PHOSPHATE_METABOLIC_PROCESS	GOBP_SPECIES_GO:0019693_RIBOSE_PHOSPHATE_METABOLIC_PROCESS	Details ...	254	0.5664101	2.1591318	0.0	2.428067E-5	0.002	2074	tags=35%, list=13%, signal=39%	
GOBP_SPECIES_GO:0009150_PURINE_RIBONUCLEOTIDE_METABOLIC_PROCESS	GOBP_SPECIES_GO:0009150_PURINE_RIBONUCLEOTIDE_METABOLIC_PROCESS	Details ...	231	0.5767008	2.1589148	0.0	2.3854695E-5	0.002	2074	tags=35%, list=13%, signal=40%	
GOBP_SPECIES_GO:0009083_BRANCHED-CHAIN_AMINO_ACID_CATABOLIC_PROCESS	GOBP_SPECIES_GO:0009083_BRANCHED-CHAIN_AMINO_ACID_CATABOLIC_PROCESS	Details ...	18	0.87225896	2.1566672	0.0	2.3443405E-5	0.002	1186	tags=72%, list=8%, signal=78%	
GOBP_SPECIES_GO:0046390_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS	GOBP_SPECIES_GO:0046390_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS	Details ...	160	0.5926114	2.1557226	0.0	2.3046061E-5	0.002	2074	tags=36%, list=13%, signal=41%	
GOBP_SPECIES_GO:0034440_LIPID_OXIDATION	GOBP_SPECIES_GO:0034440_LIPID_OXIDATION	Details ...	71	0.65253264	2.1526585	0.0	2.266196E-5	0.002	2916	tags=61%, list=19%, signal=74%	
GOBP_SPECIES_GO:0009259_RIBONUCLEOTIDE_METABOLIC_PROCESS	GOBP_SPECIES_GO:0009259_RIBONUCLEOTIDE_METABOLIC_PROCESS	Details ...	251	0.5676361	2.1481283	0.0	2.2290451E-5	0.002	2074	tags=35%, list=13%, signal=39%	
GOMF_SPECIES_GO:0046961_PROTON-TRANSPORTING_ATPASE_ACTIVITY,_ROTATIONAL_MECHANISM	GOMF_SPECIES_GO:0046961_PROTON-TRANSPORTING_ATPASE_ACTIVITY,_ROTATIONAL_MECHANISM	Details ...	29	0.7660189	2.1471617	0.0	2.1930928E-5	0.002	301	tags=34%, list=2%, signal=35%	
GOBP_SPECIES_GO:0006099_TRICARBOXYLIC_ACID_CYCLE	GOBP_SPECIES_GO:0006099_TRICARBOXYLIC_ACID_CYCLE	Details ...	43	0.7277684	2.1394353	0.0	2.1582817E-5	0.002	780	tags=33%, list=5%, signal=34%	
GOBP_SPECIES_GO:0072329_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS	GOBP_SPECIES_GO:0072329_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS	Details ...	96	0.6325532	2.1383927	0.0	2.1245587E-5	0.002	3116	tags=55%, list=20%, signal=68%	
GOCC_SPECIES_GO:0033176_PROTON-TRANSPORTING_V-TYPE_ATPASE_COMPLEX	GOCC_SPECIES_GO:0033176_PROTON-TRANSPORTING_V-TYPE_ATPASE_COMPLEX	Details ...	30	0.75783557	2.1336765	0.0	2.0918731E-5	0.002	296	tags=33%, list=2%, signal=34%	
GOCC_SPECIES_GO:0016471_VACUOLAR_PROTON-TRANSPORTING_V-TYPE_ATPASE_COMPLEX	GOCC_SPECIES_GO:0016471_VACUOLAR_PROTON-TRANSPORTING_V-TYPE_ATPASE_COMPLEX	Details ...	29	0.76709694	2.1301625	0.0	2.0601781E-5	0.002	296	tags=34%, list=2%, signal=35%	
GOMF_SPECIES_GO:0016614_OXIDOREDUCTASE_ACTIVITY,_ACTING_ON_CH-OH_GROUP_OF_DONORS	GOMF_SPECIES_GO:0016614_OXIDOREDUCTASE_ACTIVITY,_ACTING_ON_CH-OH_GROUP_OF_DONORS	Details ...	189	0.5768845	2.1299725	0.0	2.029429E-5	0.002	2441	tags=41%, list=16%, signal=48%	
GOBP_SPECIES_GO:0009062_FATTY_ACID_CATABOLIC_PROCESS	GOBP_SPECIES_GO:0009062_FATTY_ACID_CATABOLIC_PROCESS	Details ...	85	0.6369837	2.1293595	0.0	1.9995847E-5	0.002	3064	tags=56%, list=19%, signal=70%	
GOMF_SPECIES_GO:0044769_ATPASE_ACTIVITY,_COUPLED_TO_TRANSMEMBRANE_MOVEMENT_OF_IONS,_ROTATIONAL_MECHANISM	GOMF_SPECIES_GO:0044769_ATPASE_ACTIVITY,_COUPLED_TO_TRANSMEMBRANE_MOVEMENT_OF_IONS,_ROTATIONAL_MECHANISM	Details ...	29	0.7660189	2.1243658	0.0	1.970605E-5	0.002	301	tags=34%, list=2%, signal=35%	
GOBP_SPECIES_GO:0072522_PURINE-CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	GOBP_SPECIES_GO:0072522_PURINE-CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	Details ...	168	0.5768345	2.118833	0.0	1.9424537E-5	0.002	2074	tags=35%, list=13%, signal=39%	
GOBP_SPECIES_GO:0006163_PURINE_NUCLEOTIDE_METABOLIC_PROCESS	GOBP_SPECIES_GO:0006163_PURINE_NUCLEOTIDE_METABOLIC_PROCESS	Details ...	252	0.5573648	2.1155112	0.0	1.915095E-5	0.002	2074	tags=35%, list=13%, signal=39%	
GOBP_SPECIES_GO:0044272_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS	GOBP_SPECIES_GO:0044272_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS	Details ...	86	0.6207204	2.1091444	0.0	2.8314644E-5	0.003	2159	tags=40%, list=14%, signal=46%	
GOBP_SPECIES_GO:0009199_RIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	GOBP_SPECIES_GO:0009199_RIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	Details ...	51	0.6828549	2.105765	0.0	2.7926772E-5	0.003	1117	tags=37%, list=7%, signal=40%	
GOBP_SPECIES_GO:0019395_FATTY_ACID_OXIDATION	GOBP_SPECIES_GO:0019395_FATTY_ACID_OXIDATION	Details ...	69	0.6563522	2.1057281	0.0	2.7549382E-5	0.003	2916	tags=62%, list=19%, signal=76%	
GOMF_SPECIES_GO:0009678_PYROPHOSPHATE_HYDROLYSIS-DRIVEN_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_SPECIES_GO:0009678_PYROPHOSPHATE_HYDROLYSIS-DRIVEN_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	Details ...	29	0.7660189	2.1038167	0.0	3.6200734E-5	0.004	301	tags=34%, list=2%, signal=35%	
GOBP_SPECIES_GO:0009201_RIBONUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	GOBP_SPECIES_GO:0009201_RIBONUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	Details ...	48	0.6862107	2.103737	0.0	3.572441E-5	0.004	1117	tags=38%, list=7%, signal=40%	
GOBP_SPECIES_GO:0006631_FATTY_ACID_METABOLIC_PROCESS	GOBP_SPECIES_GO:0006631_FATTY_ACID_METABOLIC_PROCESS	Details ...	228	0.5609033	2.0992558	0.0	4.4050852E-5	0.005	1676	tags=33%, list=11%, signal=36%	
GOBP_SPECIES_GO:0006164_PURINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	GOBP_SPECIES_GO:0006164_PURINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	Details ...	160	0.5802877	2.0971112	0.0	5.2172643E-5	0.006	2074	tags=36%, list=13%, signal=41%	
GOBP_SPECIES_GO:0006753_NUCLEOSIDE_PHOSPHATE_METABOLIC_PROCESS	GOBP_SPECIES_GO:0006753_NUCLEOSIDE_PHOSPHATE_METABOLIC_PROCESS	Details ...	309	0.5423203	2.0908928	0.0	7.74303E-5	0.009	2074	tags=34%, list=13%, signal=38%	
GOMF_SPECIES_GO:0042625_ATPASE-COUPLED_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_SPECIES_GO:0042625_ATPASE-COUPLED_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	Details ...	29	0.7660189	2.0904186	0.0	7.646242E-5	0.009	301	tags=34%, list=2%, signal=35%	
GOCC_SPECIES_GO:0098798_MITOCHONDRIAL_PROTEIN-CONTAINING_COMPLEX	GOCC_SPECIES_GO:0098798_MITOCHONDRIAL_PROTEIN-CONTAINING_COMPLEX	Details ...	263	0.54639125	2.090286	0.0	7.5518445E-5	0.009	1698	tags=34%, list=11%, signal=38%	
GOBP_SPECIES_GO:0009117_NUCLEOTIDE_METABOLIC_PROCESS	GOBP_SPECIES_GO:0009117_NUCLEOTIDE_METABOLIC_PROCESS	Details ...	306	0.538835	2.087701	0.0	7.459748E-5	0.009	2074	tags=33%, list=13%, signal=38%	
GOBP_SPECIES_GO:0009141_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	GOBP_SPECIES_GO:0009141_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	Details ...	58	0.6578365	2.087645	0.0	7.369871E-5	0.009	1117	tags=36%, list=7%, signal=39%	
GOBP_SPECIES_GO:0009063_CELLULAR_AMINO_ACID_CATABOLIC_PROCESS	GOBP_SPECIES_GO:0009063_CELLULAR_AMINO_ACID_CATABOLIC_PROCESS	Details ...	116	0.59584457	2.084269	0.0	8.090669E-5	0.01	1428	tags=26%, list=9%, signal=28%	
GOBP_SPECIES_GO:0006120_MITOCHONDRIAL_ELECTRON_TRANSPORT,_DH_TO_UBIQUINONE	GOBP_SPECIES_GO:0006120_MITOCHONDRIAL_ELECTRON_TRANSPORT,_DH_TO_UBIQUINONE	Details ...	22	0.8055674	2.082058	0.0	8.7983375E-5	0.011	1199	tags=50%, list=8%, signal=54%	
GOBP_SPECIES_GO:0072521_PURINE-CONTAINING_COMPOUND_METABOLIC_PROCESS	GOBP_SPECIES_GO:0072521_PURINE-CONTAINING_COMPOUND_METABOLIC_PROCESS	Details ...	276	0.5519129	2.081027	0.0	9.48955E-5	0.012	2074	tags=34%, list=13%, signal=38%	
GOCC_SPECIES_GO:0045239_TRICARBOXYLIC_ACID_CYCLE_ENZYME_COMPLEX	GOCC_SPECIES_GO:0045239_TRICARBOXYLIC_ACID_CYCLE_ENZYME_COMPLEX	Details ...	21	0.7983543	2.0726666	0.0	1.0175494E-4	0.013	2074	tags=67%, list=13%, signal=77%	
GOMF_SPECIES_GO:0019829_ATPASE-COUPLED_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_SPECIES_GO:0019829_ATPASE-COUPLED_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	Details ...	39	0.707394	2.0711706	0.0	1.1620482E-4	0.015	1032	tags=31%, list=7%, signal=33%	
GOMF_SPECIES_GO:0051287_D_BINDING	GOMF_SPECIES_GO:0051287_D_BINDING	Details ...	47	0.66926324	2.066177	0.0	1.1489914E-4	0.015	2441	tags=43%, list=16%, signal=50%	
GOBP_SPECIES_GO:0030258_LIPID_MODIFICATION	GOBP_SPECIES_GO:0030258_LIPID_MODIFICATION	Details ...	107	0.59462196	2.058206	0.0	1.3640203E-4	0.018	2441	tags=41%, list=16%, signal=48%	
