NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDRqval	FWER p-val	RANK AT MAX	LEADING EDGE	
GOCC_SPECIES_GO:0030686_90S_PRERIBOSOME	GOCC_SPECIES_GO:0030686_90S_PRERIBOSOME	Details ...	28	0.65129966	1.9975388	0.0	0.022857422	0.188	2968	tags=71%, list=19%, signal=88%	
GOBP_SPECIES_GO:0008272_SULFATE_TRANSPORT	GOBP_SPECIES_GO:0008272_SULFATE_TRANSPORT	Details ...	24	0.6644254	1.9779758	0.0	0.027443845	0.237	1492	tags=25%, list=9%, signal=28%	
GOBP_SPECIES_GO:1902358_SULFATE_TRANSMEMBRANE_TRANSPORT	GOBP_SPECIES_GO:1902358_SULFATE_TRANSMEMBRANE_TRANSPORT	Details ...	24	0.6644254	1.961032	0.0018115942	0.033128712	0.295	1492	tags=25%, list=9%, signal=28%	
GOBP_SPECIES_GO:0006030_CHITIN_METABOLIC_PROCESS	GOBP_SPECIES_GO:0006030_CHITIN_METABOLIC_PROCESS	Details ...	29	0.63816255	1.9579208	0.0	0.032715816	0.311	2900	tags=48%, list=18%, signal=59%	
GOBP_SPECIES_GO:0006032_CHITIN_CATABOLIC_PROCESS	GOBP_SPECIES_GO:0006032_CHITIN_CATABOLIC_PROCESS	Details ...	24	0.65976006	1.9485608	0.0	0.034752447	0.349	2488	tags=46%, list=16%, signal=54%	
GOMF_SPECIES_GO:0120013_LIPID_TRANSFER_ACTIVITY	GOMF_SPECIES_GO:0120013_LIPID_TRANSFER_ACTIVITY	Details ...	30	0.6323451	1.9432216	0.0	0.035138745	0.373	2754	tags=53%, list=17%, signal=65%	
GOMF_SPECIES_GO:0015116_SULFATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_SPECIES_GO:0015116_SULFATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	Details ...	24	0.6644254	1.9330767	0.0	0.03729885	0.407	1492	tags=25%, list=9%, signal=28%	
GOMF_SPECIES_GO:0005310_DICARBOXYLIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_SPECIES_GO:0005310_DICARBOXYLIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	Details ...	34	0.59753895	1.9151765	0.0	0.04624511	0.502	784	tags=21%, list=5%, signal=22%	
GOBP_SPECIES_GO:0006022_AMINOGLYCAN_METABOLIC_PROCESS	GOBP_SPECIES_GO:0006022_AMINOGLYCAN_METABOLIC_PROCESS	Details ...	55	0.53694224	1.8994612	0.0	0.054442983	0.57	2900	tags=44%, list=18%, signal=53%	
GOBP_SPECIES_GO:0043457_REGULATION_OF_CELLULAR_RESPIRATION	GOBP_SPECIES_GO:0043457_REGULATION_OF_CELLULAR_RESPIRATION	Details ...	21	0.6619212	1.8980697	0.0	0.052462153	0.575	2038	tags=52%, list=13%, signal=60%	
GOBP_SPECIES_GO:0043401_STEROID_HORMONE_MEDIATED_SIGNALING_PATHWAY	GOBP_SPECIES_GO:0043401_STEROID_HORMONE_MEDIATED_SIGNALING_PATHWAY		36	0.5783713	1.8975803	0.0	0.050260555	0.577	1785	tags=39%, list=11%, signal=44%	
GOBP_SPECIES_GO:0071383_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS	GOBP_SPECIES_GO:0071383_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS		36	0.5783713	1.8878455	0.0	0.056644037	0.63	1785	tags=39%, list=11%, signal=44%	
GOBP_SPECIES_GO:0048545_RESPONSE_TO_STEROID_HORMONE	GOBP_SPECIES_GO:0048545_RESPONSE_TO_STEROID_HORMONE		36	0.5783713	1.887791	0.0	0.054181255	0.63	1785	tags=39%, list=11%, signal=44%	
GOMF_SPECIES_GO:0004177_AMINOPEPTIDASE_ACTIVITY	GOMF_SPECIES_GO:0004177_AMINOPEPTIDASE_ACTIVITY		45	0.5497257	1.8831812	0.0	0.055803925	0.656	2974	tags=47%, list=19%, signal=57%	
GOBP_SPECIES_GO:1903715_REGULATION_OF_AEROBIC_RESPIRATION	GOBP_SPECIES_GO:1903715_REGULATION_OF_AEROBIC_RESPIRATION		19	0.6710611	1.8724278	0.0	0.062307466	0.713	2038	tags=53%, list=13%, signal=60%	
GOBP_SPECIES_GO:0090630_ACTIVATION_OF_GTPASE_ACTIVITY	GOBP_SPECIES_GO:0090630_ACTIVATION_OF_GTPASE_ACTIVITY		36	0.5675035	1.8701986	0.0	0.06167819	0.726	3114	tags=42%, list=20%, signal=52%	
GOBP_SPECIES_GO:0006743_UBIQUINONE_METABOLIC_PROCESS	GOBP_SPECIES_GO:0006743_UBIQUINONE_METABOLIC_PROCESS		21	0.64497256	1.8687654	0.0018348624	0.060222927	0.728	3015	tags=48%, list=19%, signal=59%	
GOMF_SPECIES_GO:0052866_PHOSPHATIDYLINOSITOL_PHOSPHATE_PHOSPHATASE_ACTIVITY	GOMF_SPECIES_GO:0052866_PHOSPHATIDYLINOSITOL_PHOSPHATE_PHOSPHATASE_ACTIVITY		19	0.66308504	1.8564509	0.0	0.0668275	0.771	3270	tags=68%, list=21%, signal=86%	
GOBP_SPECIES_GO:0006744_UBIQUINONE_BIOSYNTHETIC_PROCESS	GOBP_SPECIES_GO:0006744_UBIQUINONE_BIOSYNTHETIC_PROCESS		21	0.64497256	1.844943	0.0017730496	0.07471097	0.809	3015	tags=48%, list=19%, signal=59%	
GOBP_SPECIES_GO:1901663_QUINONE_BIOSYNTHETIC_PROCESS	GOBP_SPECIES_GO:1901663_QUINONE_BIOSYNTHETIC_PROCESS		21	0.64497256	1.8374634	0.0	0.07999138	0.839	3015	tags=48%, list=19%, signal=59%	
GOBP_SPECIES_GO:0046856_PHOSPHATIDYLINOSITOL_DEPHOSPHORYLATION	GOBP_SPECIES_GO:0046856_PHOSPHATIDYLINOSITOL_DEPHOSPHORYLATION		16	0.67720467	1.835566	0.0	0.079534866	0.842	4506	tags=81%, list=29%, signal=114%	
GOBP_SPECIES_GO:0002082_REGULATION_OF_OXIDATIVE_PHOSPHORYLATION	GOBP_SPECIES_GO:0002082_REGULATION_OF_OXIDATIVE_PHOSPHORYLATION		19	0.6710611	1.8349019	0.0037243948	0.07762907	0.844	2038	tags=53%, list=13%, signal=60%	
GOMF_SPECIES_GO:0015141_SUCCINATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_SPECIES_GO:0015141_SUCCINATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		15	0.69399005	1.8295156	0.0036764706	0.07982576	0.858	624	tags=20%, list=4%, signal=21%	
GOBP_SPECIES_GO:1903580_POSITIVE_REGULATION_OF_ATP_METABOLIC_PROCESS	GOBP_SPECIES_GO:1903580_POSITIVE_REGULATION_OF_ATP_METABOLIC_PROCESS		21	0.6403927	1.8252721	0.001754386	0.08199883	0.873	2773	tags=48%, list=18%, signal=58%	
GOMF_SPECIES_GO:0034593_PHOSPHATIDYLINOSITOL_BISPHOSPHATE_PHOSPHATASE_ACTIVITY	GOMF_SPECIES_GO:0034593_PHOSPHATIDYLINOSITOL_BISPHOSPHATE_PHOSPHATASE_ACTIVITY		18	0.65643364	1.8235286	0.005628518	0.08117593	0.881	3270	tags=67%, list=21%, signal=84%	
GOMF_SPECIES_GO:0001046_CORE_PROMOTER_SEQUENCE-SPECIFIC_D_BINDING	GOMF_SPECIES_GO:0001046_CORE_PROMOTER_SEQUENCE-SPECIFIC_D_BINDING		18	0.66156787	1.8210825	0.0036630037	0.08123125	0.888	1485	tags=39%, list=9%, signal=43%	
GOMF_SPECIES_GO:1990381_UBIQUITIN-SPECIFIC_PROTEASE_BINDING	GOMF_SPECIES_GO:1990381_UBIQUITIN-SPECIFIC_PROTEASE_BINDING		17	0.66867507	1.811643	0.005504587	0.087773345	0.925	2458	tags=53%, list=16%, signal=63%	
GOBP_SPECIES_GO:0000272_POLYSACCHARIDE_CATABOLIC_PROCESS	GOBP_SPECIES_GO:0000272_POLYSACCHARIDE_CATABOLIC_PROCESS		44	0.5277823	1.8100908	0.0	0.08702869	0.93	3002	tags=41%, list=19%, signal=50%	
GOBP_SPECIES_GO:1901661_QUINONE_METABOLIC_PROCESS	GOBP_SPECIES_GO:1901661_QUINONE_METABOLIC_PROCESS		23	0.62253505	1.8066992	0.0053859963	0.08778131	0.938	3015	tags=43%, list=19%, signal=54%	
GOBP_SPECIES_GO:0034660_NCR_METABOLIC_PROCESS	GOBP_SPECIES_GO:0034660_NCR_METABOLIC_PROCESS		450	0.38411054	1.8033532	0.0	0.08890436	0.943	4921	tags=50%, list=31%, signal=70%	
GOBP_SPECIES_GO:0015744_SUCCINATE_TRANSPORT	GOBP_SPECIES_GO:0015744_SUCCINATE_TRANSPORT		15	0.69399	1.7993718	0.0036101083	0.09136643	0.948	624	tags=20%, list=4%, signal=21%	
GOBP_SPECIES_GO:0006826_IRON_ION_TRANSPORT	GOBP_SPECIES_GO:0006826_IRON_ION_TRANSPORT		29	0.585084	1.7983898	0.0017730496	0.090106495	0.95	2539	tags=34%, list=16%, signal=41%	
GOBP_SPECIES_GO:2000765_REGULATION_OF_CYTOPLASMIC_TRANSLATION	GOBP_SPECIES_GO:2000765_REGULATION_OF_CYTOPLASMIC_TRANSLATION		26	0.5963851	1.7893473	0.0	0.09791986	0.964	2780	tags=50%, list=18%, signal=61%	
GOBP_SPECIES_GO:0071422_SUCCINATE_TRANSMEMBRANE_TRANSPORT	GOBP_SPECIES_GO:0071422_SUCCINATE_TRANSMEMBRANE_TRANSPORT		15	0.69399005	1.7800018	0.0	0.10690747	0.976	624	tags=20%, list=4%, signal=21%	
GOBP_SPECIES_GO:0050878_REGULATION_OF_BODY_FLUID_LEVELS	GOBP_SPECIES_GO:0050878_REGULATION_OF_BODY_FLUID_LEVELS		18	0.6474594	1.7790627	0.0036231885	0.10560258	0.978	3238	tags=61%, list=21%, signal=77%	
GOBP_SPECIES_GO:0030518_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	GOBP_SPECIES_GO:0030518_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY		28	0.58513284	1.7781538	0.0	0.10416853	0.978	1655	tags=39%, list=11%, signal=44%	
GOMF_SPECIES_GO:0016709_OXIDOREDUCTASE_ACTIVITY,_ACTING_ON_PAIRED_DONORS,_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN,_D(P)H_AS_ONE_DONOR,_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN	GOMF_SPECIES_GO:0016709_OXIDOREDUCTASE_ACTIVITY,_ACTING_ON_PAIRED_DONORS,_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN,_D(P)H_AS_ONE_DONOR,_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN		19	0.6131796	1.7691205	0.007194245	0.1129509	0.984	3079	tags=53%, list=20%, signal=65%	
GOBP_SPECIES_GO:0035076_ECDYSONE_RECEPTOR-MEDIATED_SIGNALING_PATHWAY	GOBP_SPECIES_GO:0035076_ECDYSONE_RECEPTOR-MEDIATED_SIGNALING_PATHWAY		25	0.5875122	1.7625134	0.004983389	0.119295016	0.989	1485	tags=36%, list=9%, signal=40%	
GOBP_SPECIES_GO:0007035_VACUOLAR_ACIDIFICATION	GOBP_SPECIES_GO:0007035_VACUOLAR_ACIDIFICATION		18	0.645677	1.7618631	0.0017730496	0.11769315	0.989	4898	tags=61%, list=31%, signal=89%	
GOBP_SPECIES_GO:0051452_INTRACELLULAR_PH_REDUCTION	GOBP_SPECIES_GO:0051452_INTRACELLULAR_PH_REDUCTION		22	0.6043615	1.755775	0.0071301246	0.12322144	0.992	4898	tags=59%, list=31%, signal=86%	
GOBP_SPECIES_GO:0000154_RR_MODIFICATION	GOBP_SPECIES_GO:0000154_RR_MODIFICATION		31	0.55836475	1.7548932	0.0	0.12192272	0.992	4664	tags=61%, list=30%, signal=87%	
GOMF_SPECIES_GO:1901682_SULFUR_COMPOUND_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_SPECIES_GO:1901682_SULFUR_COMPOUND_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		41	0.5145872	1.7505996	0.0016977929	0.12521885	0.997	1702	tags=22%, list=11%, signal=25%	
GOBP_SPECIES_GO:0017038_PROTEIN_IMPORT	GOBP_SPECIES_GO:0017038_PROTEIN_IMPORT		101	0.4456956	1.7492783	0.0	0.12455953	0.997	4974	tags=59%, list=32%, signal=86%	
GOBP_SPECIES_GO:0042398_CELLULAR_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS	GOBP_SPECIES_GO:0042398_CELLULAR_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS		24	0.5881034	1.7489929	0.0017889087	0.12255027	0.997	1211	tags=29%, list=8%, signal=32%	
GOMF_SPECIES_GO:0005543_PHOSPHOLIPID_BINDING	GOMF_SPECIES_GO:0005543_PHOSPHOLIPID_BINDING		189	0.41191313	1.7481445	0.0015037594	0.12138039	0.997	4523	tags=42%, list=29%, signal=59%	
GOBP_SPECIES_GO:0051453_REGULATION_OF_INTRACELLULAR_PH	GOBP_SPECIES_GO:0051453_REGULATION_OF_INTRACELLULAR_PH		24	0.59009856	1.7480553	0.006932409	0.11930065	0.997	4898	tags=58%, list=31%, signal=85%	
GOBP_SPECIES_GO:0045727_POSITIVE_REGULATION_OF_TRANSLATION	GOBP_SPECIES_GO:0045727_POSITIVE_REGULATION_OF_TRANSLATION		69	0.4785411	1.7448708	0.0	0.121405244	0.997	3016	tags=42%, list=19%, signal=52%	
GOBP_SPECIES_GO:0042274_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS	GOBP_SPECIES_GO:0042274_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS		57	0.48776326	1.7434663	0.0	0.1211492	0.997	4513	tags=70%, list=29%, signal=98%	
GOBP_SPECIES_GO:0072348_SULFUR_COMPOUND_TRANSPORT	GOBP_SPECIES_GO:0072348_SULFUR_COMPOUND_TRANSPORT		41	0.51458716	1.7407117	0.0033613446	0.12282962	0.997	1702	tags=22%, list=11%, signal=25%	
GOBP_SPECIES_GO:0120009_INTERMEMBRANE_LIPID_TRANSFER	GOBP_SPECIES_GO:0120009_INTERMEMBRANE_LIPID_TRANSFER		49	0.49650535	1.7393305	0.0016501651	0.122764915	0.997	4322	tags=49%, list=27%, signal=67%	
GOBP_SPECIES_GO:0046839_PHOSPHOLIPID_DEPHOSPHORYLATION	GOBP_SPECIES_GO:0046839_PHOSPHOLIPID_DEPHOSPHORYLATION		23	0.5879249	1.739222	0.0070422534	0.120934114	0.997	4506	tags=65%, list=29%, signal=91%	
GOBP_SPECIES_GO:0000470_MATURATION_OF_LSU-RR	GOBP_SPECIES_GO:0000470_MATURATION_OF_LSU-RR		42	0.5138057	1.7379903	0.004769475	0.12090444	0.997	4505	tags=64%, list=29%, signal=90%	
GOBP_SPECIES_GO:0009167_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	GOBP_SPECIES_GO:0009167_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS		44	0.5126075	1.7379582	0.0	0.11902471	0.997	4237	tags=50%, list=27%, signal=68%	
GOMF_SPECIES_GO:0008170_N-METHYLTRANSFERASE_ACTIVITY	GOMF_SPECIES_GO:0008170_N-METHYLTRANSFERASE_ACTIVITY		55	0.48239747	1.7311158	0.0	0.12655953	0.998	2551	tags=31%, list=16%, signal=37%	
GOBP_SPECIES_GO:0034470_NCR_PROCESSING	GOBP_SPECIES_GO:0034470_NCR_PROCESSING		331	0.3777084	1.729773	0.0	0.1264831	0.999	4549	tags=47%, list=29%, signal=64%	
GOBP_SPECIES_GO:0030490_MATURATION_OF_SSU-RR	GOBP_SPECIES_GO:0030490_MATURATION_OF_SSU-RR		44	0.5086811	1.7281201	0.0034542314	0.12685832	0.999	2904	tags=59%, list=18%, signal=72%	
GOBP_SPECIES_GO:0000041_TRANSITION_METAL_ION_TRANSPORT	GOBP_SPECIES_GO:0000041_TRANSITION_METAL_ION_TRANSPORT		59	0.4840278	1.7281178	0.005263158	0.124964915	0.999	2911	tags=34%, list=18%, signal=41%	
GOMF_SPECIES_GO:0004568_CHITINASE_ACTIVITY	GOMF_SPECIES_GO:0004568_CHITINASE_ACTIVITY		16	0.66058075	1.72406	0.003629764	0.12857987	0.999	2855	tags=38%, list=18%, signal=46%	
GOBP_SPECIES_GO:0035305_NEGATIVE_REGULATION_OF_DEPHOSPHORYLATION	GOBP_SPECIES_GO:0035305_NEGATIVE_REGULATION_OF_DEPHOSPHORYLATION		19	0.6121463	1.723006	0.0054644807	0.12871255	0.999	2176	tags=32%, list=14%, signal=37%	
GOBP_SPECIES_GO:0006839_MITOCHONDRIAL_TRANSPORT	GOBP_SPECIES_GO:0006839_MITOCHONDRIAL_TRANSPORT		81	0.44917715	1.7221504	0.0	0.12804215	0.999	4005	tags=40%, list=25%, signal=53%	
GOBP_SPECIES_GO:0036098_MALE_GERM-LINE_STEM_CELL_POPULATION_MAINTENANCE	GOBP_SPECIES_GO:0036098_MALE_GERM-LINE_STEM_CELL_POPULATION_MAINTENANCE		37	0.52876985	1.7167087	0.0	0.13362327	0.999	2895	tags=41%, list=18%, signal=50%	
GOCC_SPECIES_GO:0005730_NUCLEOLUS	GOCC_SPECIES_GO:0005730_NUCLEOLUS		314	0.37767464	1.7144942	0.0	0.13485149	0.999	4513	tags=51%, list=29%, signal=70%	
GOBP_SPECIES_GO:0030641_REGULATION_OF_CELLULAR_PH	GOBP_SPECIES_GO:0030641_REGULATION_OF_CELLULAR_PH		30	0.5508327	1.7042023	0.0016474464	0.1472935	1.0	4898	tags=53%, list=31%, signal=77%	
GOBP_SPECIES_GO:0071396_CELLULAR_RESPONSE_TO_LIPID	GOBP_SPECIES_GO:0071396_CELLULAR_RESPONSE_TO_LIPID		53	0.48370406	1.7040185	0.0033057851	0.14560586	1.0	2028	tags=32%, list=13%, signal=37%	
GOBP_SPECIES_GO:0046033_AMP_METABOLIC_PROCESS	GOBP_SPECIES_GO:0046033_AMP_METABOLIC_PROCESS		19	0.61260235	1.7010865	0.0035971224	0.14801396	1.0	4237	tags=63%, list=27%, signal=86%	
GOBP_SPECIES_GO:0032922_CIRCADIAN_REGULATION_OF_GENE_EXPRESSION	GOBP_SPECIES_GO:0032922_CIRCADIAN_REGULATION_OF_GENE_EXPRESSION		19	0.60266274	1.7000712	0.009208103	0.14761123	1.0	3755	tags=47%, list=24%, signal=62%	
GOBP_SPECIES_GO:0002027_REGULATION_OF_HEART_RATE	GOBP_SPECIES_GO:0002027_REGULATION_OF_HEART_RATE		30	0.54806256	1.6994274	0.00528169	0.14661303	1.0	3111	tags=43%, list=20%, signal=54%	
GOMF_SPECIES_GO:0005319_LIPID_TRANSPORTER_ACTIVITY	GOMF_SPECIES_GO:0005319_LIPID_TRANSPORTER_ACTIVITY		78	0.44827923	1.6987516	0.0016129032	0.14562464	1.0	2754	tags=35%, list=17%, signal=42%	
GOBP_SPECIES_GO:0006450_REGULATION_OF_TRANSLATIONAL_FIDELITY	GOBP_SPECIES_GO:0006450_REGULATION_OF_TRANSLATIONAL_FIDELITY		17	0.62411416	1.6923168	0.009208103	0.15336414	1.0	4652	tags=76%, list=30%, signal=108%	
GOMF_SPECIES_GO:0032561_GUANYL_RIBONUCLEOTIDE_BINDING	GOMF_SPECIES_GO:0032561_GUANYL_RIBONUCLEOTIDE_BINDING		227	0.38141933	1.6877309	0.0	0.15829235	1.0	3339	tags=34%, list=21%, signal=43%	
GOBP_SPECIES_GO:0006690_ICOSANOID_METABOLIC_PROCESS	GOBP_SPECIES_GO:0006690_ICOSANOID_METABOLIC_PROCESS		15	0.6289862	1.6864945	0.014440433	0.15825082	1.0	4058	tags=53%, list=26%, signal=72%	
GOBP_SPECIES_GO:0030866_CORTICAL_ACTIN_CYTOSKELETON_ORGANIZATION	GOBP_SPECIES_GO:0030866_CORTICAL_ACTIN_CYTOSKELETON_ORGANIZATION		90	0.43312547	1.6862185	0.0016129032	0.15668379	1.0	4506	tags=49%, list=29%, signal=68%	
GOBP_SPECIES_GO:1901072_GLUCOSAMINE-CONTAINING_COMPOUND_CATABOLIC_PROCESS	GOBP_SPECIES_GO:1901072_GLUCOSAMINE-CONTAINING_COMPOUND_CATABOLIC_PROCESS		28	0.5426422	1.6763015	0.012216405	0.17040925	1.0	2488	tags=39%, list=16%, signal=47%	
GOMF_SPECIES_GO:0019001_GUANYL_NUCLEOTIDE_BINDING	GOMF_SPECIES_GO:0019001_GUANYL_NUCLEOTIDE_BINDING		227	0.38141927	1.6759037	0.0	0.16886932	1.0	3339	tags=34%, list=21%, signal=43%	
GOMF_SPECIES_GO:0140102_CATALYTIC_ACTIVITY,_ACTING_ON_A_RR	GOMF_SPECIES_GO:0140102_CATALYTIC_ACTIVITY,_ACTING_ON_A_RR		19	0.60405624	1.6745889	0.011278195	0.168981	1.0	5644	tags=84%, list=36%, signal=131%	
GOMF_SPECIES_GO:0035091_PHOSPHATIDYLINOSITOL_BINDING	GOMF_SPECIES_GO:0035091_PHOSPHATIDYLINOSITOL_BINDING		137	0.4060516	1.6741974	0.0	0.16757967	1.0	4523	tags=43%, list=29%, signal=60%	
GOMF_SPECIES_GO:0008235_METALLOEXOPEPTIDASE_ACTIVITY	GOMF_SPECIES_GO:0008235_METALLOEXOPEPTIDASE_ACTIVITY		81	0.4400832	1.6707128	0.0016835016	0.17165905	1.0	3052	tags=38%, list=19%, signal=47%	
GOMF_SPECIES_GO:0004812_AMINOACYL-TR_LIGASE_ACTIVITY	GOMF_SPECIES_GO:0004812_AMINOACYL-TR_LIGASE_ACTIVITY		41	0.490895	1.6700261	0.003539823	0.17065147	1.0	5201	tags=63%, list=33%, signal=94%	
GOCC_SPECIES_GO:0005902_MICROVILLUS	GOCC_SPECIES_GO:0005902_MICROVILLUS		25	0.5573047	1.6688066	0.0018348624	0.17099309	1.0	4525	tags=48%, list=29%, signal=67%	
GOMF_SPECIES_GO:1901981_PHOSPHATIDYLINOSITOL_PHOSPHATE_BINDING	GOMF_SPECIES_GO:1901981_PHOSPHATIDYLINOSITOL_PHOSPHATE_BINDING		103	0.4233309	1.6680609	0.0	0.17029324	1.0	4719	tags=45%, list=30%, signal=63%	
GOBP_SPECIES_GO:0034250_POSITIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	GOBP_SPECIES_GO:0034250_POSITIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS		124	0.41055694	1.66765	0.0	0.16921161	1.0	3545	tags=39%, list=23%, signal=50%	
GOBP_SPECIES_GO:1903578_REGULATION_OF_ATP_METABOLIC_PROCESS	GOBP_SPECIES_GO:1903578_REGULATION_OF_ATP_METABOLIC_PROCESS		33	0.52619356	1.666264	0.0036036037	0.16964589	1.0	1266	tags=27%, list=8%, signal=30%	
GOBP_SPECIES_GO:0046348_AMINO_SUGAR_CATABOLIC_PROCESS	GOBP_SPECIES_GO:0046348_AMINO_SUGAR_CATABOLIC_PROCESS		28	0.5426422	1.6649966	0.008960574	0.17004673	1.0	2488	tags=39%, list=16%, signal=47%	
GOBP_SPECIES_GO:0006418_TR_AMINOACYLATION_FOR_PROTEIN_TRANSLATION	GOBP_SPECIES_GO:0006418_TR_AMINOACYLATION_FOR_PROTEIN_TRANSLATION		41	0.490895	1.6595671	0.0034188034	0.17745312	1.0	5201	tags=63%, list=33%, signal=94%	
GOMF_SPECIES_GO:0008289_LIPID_BINDING	GOMF_SPECIES_GO:0008289_LIPID_BINDING		292	0.36822486	1.659297	0.0	0.17601715	1.0	4523	tags=40%, list=29%, signal=55%	
GOBP_SPECIES_GO:0015748_ORGANOPHOSPHATE_ESTER_TRANSPORT	GOBP_SPECIES_GO:0015748_ORGANOPHOSPHATE_ESTER_TRANSPORT		57	0.47024772	1.6591778	0.0016835016	0.1744538	1.0	4252	tags=51%, list=27%, signal=69%	
GOBP_SPECIES_GO:0009161_RIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	GOBP_SPECIES_GO:0009161_RIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS		62	0.4598618	1.6575997	0.0	0.17506869	1.0	4237	tags=44%, list=27%, signal=59%	
GOBP_SPECIES_GO:0006817_PHOSPHATE_ION_TRANSPORT	GOBP_SPECIES_GO:0006817_PHOSPHATE_ION_TRANSPORT		20	0.575207	1.6575087	0.008960574	0.17337132	1.0	4280	tags=40%, list=27%, signal=55%	
GOBP_SPECIES_GO:0045035_SENSORY_ORGAN_PRECURSOR_CELL_DIVISION	GOBP_SPECIES_GO:0045035_SENSORY_ORGAN_PRECURSOR_CELL_DIVISION		17	0.6068578	1.6565396	0.018018018	0.17304662	1.0	1681	tags=35%, list=11%, signal=39%	
