NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDRqval	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_SPECIES_GO:0046552_PHOTORECEPTOR_CELL_FATE_COMMITMENT	GOBP_SPECIES_GO:0046552_PHOTORECEPTOR_CELL_FATE_COMMITMENT	Details ...	164	0.49543172	1.9833217	0.0	0.00278756	0.097	4523	tags=50%, list=29%, signal=69%	
GOBP_SPECIES_GO:0010721_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT	GOBP_SPECIES_GO:0010721_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT	Details ...	97	0.53113276	1.9817892	0.0	0.0027958185	0.1	3999	tags=44%, list=25%, signal=59%	
GOBP_SPECIES_GO:0007447_IMAGINAL_DISC_PATTERN_FORMATION	GOBP_SPECIES_GO:0007447_IMAGINAL_DISC_PATTERN_FORMATION	Details ...	187	0.48994306	1.9762355	0.0	0.0029301464	0.108	3964	tags=41%, list=25%, signal=54%	
GOBP_SPECIES_GO:0035223_LEG_DISC_PATTERN_FORMATION	GOBP_SPECIES_GO:0035223_LEG_DISC_PATTERN_FORMATION	Details ...	46	0.6053735	1.9734968	0.0	0.0029845487	0.112	1980	tags=35%, list=13%, signal=40%	
GOBP_SPECIES_GO:0046620_REGULATION_OF_ORGAN_GROWTH	GOBP_SPECIES_GO:0046620_REGULATION_OF_ORGAN_GROWTH	Details ...	46	0.5999273	1.9726652	0.0	0.0029631194	0.112	3809	tags=59%, list=24%, signal=77%	
GOBP_SPECIES_GO:0090132_EPITHELIUM_MIGRATION	GOBP_SPECIES_GO:0090132_EPITHELIUM_MIGRATION	Details ...	324	0.46499792	1.9724095	0.0	0.0028957757	0.112	4536	tags=48%, list=29%, signal=65%	
GOMF_SPECIES_GO:0008083_GROWTH_FACTOR_ACTIVITY	GOMF_SPECIES_GO:0008083_GROWTH_FACTOR_ACTIVITY	Details ...	24	0.6847709	1.9719812	0.0	0.0029002605	0.114	2691	tags=42%, list=17%, signal=50%	
GOBP_SPECIES_GO:0007173_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	GOBP_SPECIES_GO:0007173_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	Details ...	112	0.51805395	1.9710431	0.0	0.0028372114	0.114	2865	tags=44%, list=18%, signal=53%	
GOBP_SPECIES_GO:0035215_GENITAL_DISC_DEVELOPMENT	GOBP_SPECIES_GO:0035215_GENITAL_DISC_DEVELOPMENT	Details ...	87	0.5395876	1.9709697	0.0	0.0027768451	0.114	4367	tags=49%, list=28%, signal=68%	
GOBP_SPECIES_GO:0007476_IMAGINAL_DISC-DERIVED_WING_MORPHOGENESIS	GOBP_SPECIES_GO:0007476_IMAGINAL_DISC-DERIVED_WING_MORPHOGENESIS	Details ...	490	0.45012918	1.9704468	0.0	0.0027189942	0.114	4448	tags=43%, list=28%, signal=59%	
GOBP_SPECIES_GO:0007169_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY	GOBP_SPECIES_GO:0007169_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY	Details ...	309	0.4648119	1.9679914	0.0	0.0028332812	0.122	3961	tags=45%, list=25%, signal=59%	
GOCC_SPECIES_GO:0045335_PHAGOCYTIC_VESICLE	GOCC_SPECIES_GO:0045335_PHAGOCYTIC_VESICLE	Details ...	19	0.7227902	1.9676169	0.0	0.0027766158	0.122	3009	tags=68%, list=19%, signal=84%	
GOBP_SPECIES_GO:0045705_NEGATIVE_REGULATION_OF_SALIVARY_GLAND_BOUNDARY_SPECIFICATION	GOBP_SPECIES_GO:0045705_NEGATIVE_REGULATION_OF_SALIVARY_GLAND_BOUNDARY_SPECIFICATION	Details ...	19	0.7414179	1.9653995	0.0	0.002844154	0.128	2646	tags=58%, list=17%, signal=70%	
GOBP_SPECIES_GO:0010631_EPITHELIAL_CELL_MIGRATION	GOBP_SPECIES_GO:0010631_EPITHELIAL_CELL_MIGRATION	Details ...	323	0.46256223	1.9613487	0.0	0.0029295757	0.135	4536	tags=47%, list=29%, signal=65%	
GOMF_SPECIES_GO:0017124_SH3_DOMAIN_BINDING	GOMF_SPECIES_GO:0017124_SH3_DOMAIN_BINDING	Details ...	30	0.652631	1.9586493	0.0	0.0029923185	0.14	3917	tags=50%, list=25%, signal=66%	
GOBP_SPECIES_GO:0043087_REGULATION_OF_GTPASE_ACTIVITY	GOBP_SPECIES_GO:0043087_REGULATION_OF_GTPASE_ACTIVITY	Details ...	99	0.5288225	1.9581487	0.0	0.002956341	0.141	2981	tags=45%, list=19%, signal=56%	
GOBP_SPECIES_GO:0001752_COMPOUND_EYE_PHOTORECEPTOR_FATE_COMMITMENT	GOBP_SPECIES_GO:0001752_COMPOUND_EYE_PHOTORECEPTOR_FATE_COMMITMENT	Details ...	157	0.48969254	1.9569908	0.0	0.0029218097	0.141	4475	tags=49%, list=28%, signal=68%	
GOBP_SPECIES_GO:0060395_SMAD_PROTEIN_SIGNAL_TRANSDUCTION	GOBP_SPECIES_GO:0060395_SMAD_PROTEIN_SIGNAL_TRANSDUCTION	Details ...	15	0.7633925	1.9561057	0.0	0.0029248483	0.144	2374	tags=53%, list=15%, signal=63%	
GOBP_SPECIES_GO:0038127_ERBB_SIGNALING_PATHWAY	GOBP_SPECIES_GO:0038127_ERBB_SIGNALING_PATHWAY	Details ...	112	0.51805395	1.9549074	0.0	0.003001263	0.149	2865	tags=44%, list=18%, signal=53%	
GOBP_SPECIES_GO:0046777_PROTEIN_AUTOPHOSPHORYLATION	GOBP_SPECIES_GO:0046777_PROTEIN_AUTOPHOSPHORYLATION	Details ...	73	0.55017185	1.9537932	0.0	0.0030028566	0.151	4230	tags=52%, list=27%, signal=71%	
GOBP_SPECIES_GO:0007478_LEG_DISC_MORPHOGENESIS	GOBP_SPECIES_GO:0007478_LEG_DISC_MORPHOGENESIS	Details ...	151	0.49791095	1.953378	0.0	0.002969357	0.152	4367	tags=46%, list=28%, signal=64%	
GOBP_SPECIES_GO:0090130_TISSUE_MIGRATION	GOBP_SPECIES_GO:0090130_TISSUE_MIGRATION	Details ...	329	0.4592253	1.952601	0.0	0.0029716925	0.155	4536	tags=47%, list=29%, signal=65%	
GOBP_SPECIES_GO:0048638_REGULATION_OF_DEVELOPMENTAL_GROWTH	GOBP_SPECIES_GO:0048638_REGULATION_OF_DEVELOPMENTAL_GROWTH	Details ...	432	0.4469527	1.9511048	0.0	0.0030078471	0.158	3686	tags=40%, list=23%, signal=50%	
GOBP_SPECIES_GO:2000377_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	GOBP_SPECIES_GO:2000377_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	Details ...	22	0.69920224	1.9439018	0.0	0.0034606056	0.181	3253	tags=59%, list=21%, signal=74%	
GOMF_SPECIES_GO:0060589_NUCLEOSIDE-TRIPHOSPHATASE_REGULATOR_ACTIVITY	GOMF_SPECIES_GO:0060589_NUCLEOSIDE-TRIPHOSPHATASE_REGULATOR_ACTIVITY	Details ...	169	0.4860577	1.9436332	0.0	0.0034220659	0.182	3039	tags=43%, list=19%, signal=52%	
GOBP_SPECIES_GO:0044089_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	GOBP_SPECIES_GO:0044089_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	Details ...	256	0.46364948	1.9432396	0.0	0.0033849003	0.183	3039	tags=37%, list=19%, signal=45%	
GOBP_SPECIES_GO:0042706_EYE_PHOTORECEPTOR_CELL_FATE_COMMITMENT	GOBP_SPECIES_GO:0042706_EYE_PHOTORECEPTOR_CELL_FATE_COMMITMENT	Details ...	157	0.48969254	1.9432354	0.0	0.003332825	0.183	4475	tags=49%, list=28%, signal=68%	
GOBP_SPECIES_GO:0007033_VACUOLE_ORGANIZATION	GOBP_SPECIES_GO:0007033_VACUOLE_ORGANIZATION	Details ...	104	0.5134078	1.9427863	0.0	0.0032979466	0.184	4487	tags=52%, list=28%, signal=72%	
GOMF_SPECIES_GO:0005125_CYTOKINE_ACTIVITY	GOMF_SPECIES_GO:0005125_CYTOKINE_ACTIVITY	Details ...	18	0.72566885	1.9412383	0.0	0.0034342175	0.194	3206	tags=50%, list=20%, signal=63%	
GOMF_SPECIES_GO:0030695_GTPASE_REGULATOR_ACTIVITY	GOMF_SPECIES_GO:0030695_GTPASE_REGULATOR_ACTIVITY	Details ...	169	0.4860577	1.9348009	0.0	0.0036578823	0.206	3039	tags=43%, list=19%, signal=52%	
GOMF_SPECIES_GO:0042302_STRUCTURAL_CONSTITUENT_OF_CUTICLE	GOMF_SPECIES_GO:0042302_STRUCTURAL_CONSTITUENT_OF_CUTICLE	Details ...	222	0.46416545	1.9329653	0.0	0.0036948447	0.211	3613	tags=45%, list=23%, signal=57%	
GOBP_SPECIES_GO:0045570_REGULATION_OF_IMAGINAL_DISC_GROWTH	GOBP_SPECIES_GO:0045570_REGULATION_OF_IMAGINAL_DISC_GROWTH	Details ...	93	0.5252488	1.9323587	0.0	0.003642061	0.211	3520	tags=47%, list=22%, signal=61%	
GOMF_SPECIES_GO:0004672_PROTEIN_KINASE_ACTIVITY	GOMF_SPECIES_GO:0004672_PROTEIN_KINASE_ACTIVITY	Details ...	222	0.47034845	1.9322311	0.0	0.0036051925	0.212	3463	tags=38%, list=22%, signal=48%	
GOCC_SPECIES_GO:0062129_CHITIN-BASED_EXTRACELLULAR_MATRIX	GOCC_SPECIES_GO:0062129_CHITIN-BASED_EXTRACELLULAR_MATRIX	Details ...	161	0.4845596	1.9316852	0.0	0.003584155	0.214	3613	tags=47%, list=23%, signal=61%	
GOBP_SPECIES_GO:0042676_COMPOUND_EYE_CONE_CELL_FATE_COMMITMENT	GOBP_SPECIES_GO:0042676_COMPOUND_EYE_CONE_CELL_FATE_COMMITMENT	Details ...	18	0.71188927	1.9279462	0.0	0.00383294	0.229	2485	tags=56%, list=16%, signal=66%	
GOBP_SPECIES_GO:0051960_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	GOBP_SPECIES_GO:0051960_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	Details ...	400	0.44548064	1.927727	0.0	0.0038095561	0.231	3955	tags=41%, list=25%, signal=53%	
GOMF_SPECIES_GO:0019955_CYTOKINE_BINDING	GOMF_SPECIES_GO:0019955_CYTOKINE_BINDING	Details ...	19	0.7151396	1.9253813	0.0015748031	0.003966658	0.241	3653	tags=68%, list=23%, signal=89%	
GOBP_SPECIES_GO:0007465_R7_CELL_FATE_COMMITMENT	GOBP_SPECIES_GO:0007465_R7_CELL_FATE_COMMITMENT	Details ...	73	0.5458924	1.9228115	0.0	0.00415983	0.254	4439	tags=55%, list=28%, signal=76%	
GOBP_SPECIES_GO:0001667_AMEBOIDAL-TYPE_CELL_MIGRATION	GOBP_SPECIES_GO:0001667_AMEBOIDAL-TYPE_CELL_MIGRATION	Details ...	339	0.45015514	1.9199716	0.0	0.0043213964	0.266	4536	tags=47%, list=29%, signal=65%	
GOBP_SPECIES_GO:0040040_THERMOSENSORY_BEHAVIOR	GOBP_SPECIES_GO:0040040_THERMOSENSORY_BEHAVIOR	Details ...	33	0.6167417	1.918081	0.0	0.004399146	0.273	2370	tags=36%, list=15%, signal=43%	
GOBP_SPECIES_GO:0048645_ANIMAL_ORGAN_FORMATION	GOBP_SPECIES_GO:0048645_ANIMAL_ORGAN_FORMATION	Details ...	113	0.5048434	1.9159869	0.0	0.004541113	0.284	3299	tags=36%, list=21%, signal=46%	
GOMF_SPECIES_GO:0035091_PHOSPHATIDYLINOSITOL_BINDING	GOMF_SPECIES_GO:0035091_PHOSPHATIDYLINOSITOL_BINDING	Details ...	137	0.49182084	1.915357	0.0	0.004536388	0.287	5437	tags=58%, list=35%, signal=88%	
GOBP_SPECIES_GO:0007469_ANTENNAL_DEVELOPMENT	GOBP_SPECIES_GO:0007469_ANTENNAL_DEVELOPMENT	Details ...	51	0.5704772	1.9147233	0.0	0.0045318585	0.291	4367	tags=57%, list=28%, signal=78%	
GOBP_SPECIES_GO:0060560_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS	GOBP_SPECIES_GO:0060560_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS	Details ...	237	0.46069705	1.9139247	0.0	0.004552679	0.295	4889	tags=46%, list=31%, signal=66%	
GOMF_SPECIES_GO:0004725_PROTEIN_TYROSINE_PHOSPHATASE_ACTIVITY	GOMF_SPECIES_GO:0004725_PROTEIN_TYROSINE_PHOSPHATASE_ACTIVITY	Details ...	50	0.57867837	1.9106109	0.0	0.004736361	0.306	2880	tags=44%, list=18%, signal=54%	
GOBP_SPECIES_GO:0018108_PEPTIDYL-TYROSINE_PHOSPHORYLATION	GOBP_SPECIES_GO:0018108_PEPTIDYL-TYROSINE_PHOSPHORYLATION	Details ...	68	0.5436812	1.9103667	0.0	0.0047046538	0.308	2387	tags=38%, list=15%, signal=45%	
GOBP_SPECIES_GO:0045596_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION	GOBP_SPECIES_GO:0045596_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION	Details ...	178	0.46932098	1.9094661	0.0	0.004734962	0.313	4448	tags=44%, list=28%, signal=61%	
GOBP_SPECIES_GO:0007525_SOMATIC_MUSCLE_DEVELOPMENT	GOBP_SPECIES_GO:0007525_SOMATIC_MUSCLE_DEVELOPMENT	Details ...	123	0.49503815	1.9066385	0.0	0.0048365565	0.319	3106	tags=35%, list=20%, signal=43%	
GOBP_SPECIES_GO:0016236_MACROAUTOPHAGY	GOBP_SPECIES_GO:0016236_MACROAUTOPHAGY	Details ...	163	0.4774672	1.905823	0.0	0.004817033	0.319	5337	tags=60%, list=34%, signal=89%	
GOBP_SPECIES_GO:0007416_SYNAPSE_ASSEMBLY	GOBP_SPECIES_GO:0007416_SYNAPSE_ASSEMBLY	Details ...	325	0.45093757	1.9036502	0.0	0.004915354	0.327	3699	tags=40%, list=23%, signal=52%	
GOBP_SPECIES_GO:0048085_ADULT_CHITIN-CONTAINING_CUTICLE_PIGMENTATION	GOBP_SPECIES_GO:0048085_ADULT_CHITIN-CONTAINING_CUTICLE_PIGMENTATION	Details ...	35	0.6065309	1.9026656	0.0	0.0049416246	0.331	2127	tags=40%, list=14%, signal=46%	
GOBP_SPECIES_GO:0018212_PEPTIDYL-TYROSINE_MODIFICATION	GOBP_SPECIES_GO:0018212_PEPTIDYL-TYROSINE_MODIFICATION	Details ...	70	0.5417969	1.901442	0.0	0.004979325	0.337	2387	tags=37%, list=15%, signal=44%	
GOBP_SPECIES_GO:0010632_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	GOBP_SPECIES_GO:0010632_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	Details ...	87	0.52049464	1.900739	0.0	0.0049585886	0.338	5535	tags=67%, list=35%, signal=102%	
GOBP_SPECIES_GO:1901184_REGULATION_OF_ERBB_SIGNALING_PATHWAY	GOBP_SPECIES_GO:1901184_REGULATION_OF_ERBB_SIGNALING_PATHWAY	Details ...	78	0.52351224	1.8986806	0.0	0.0050397036	0.346	2865	tags=46%, list=18%, signal=56%	
GOBP_SPECIES_GO:0061040_FEMALE_GONAD_MORPHOGENESIS	GOBP_SPECIES_GO:0061040_FEMALE_GONAD_MORPHOGENESIS	Details ...	17	0.72144896	1.898622	0.0	0.0050191204	0.347	3306	tags=41%, list=21%, signal=52%	
GOCC_SPECIES_GO:0005776_AUTOPHAGOSOME	GOCC_SPECIES_GO:0005776_AUTOPHAGOSOME	Details ...	58	0.5454859	1.8985789	0.0	0.004965726	0.347	2786	tags=47%, list=18%, signal=56%	
GOBP_SPECIES_GO:0051093_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	GOBP_SPECIES_GO:0051093_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	Details ...	371	0.4419339	1.8982686	0.0	0.004946434	0.349	5049	tags=48%, list=32%, signal=69%	
GOBP_SPECIES_GO:0014009_GLIAL_CELL_PROLIFERATION	GOBP_SPECIES_GO:0014009_GLIAL_CELL_PROLIFERATION	Details ...	29	0.64057106	1.8915548	0.00152207	0.0054245875	0.384	3872	tags=59%, list=25%, signal=78%	
