NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDRqval	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_SPECIES_GO:0000045_AUTOPHAGOSOME_ASSEMBLY	GOBP_SPECIES_GO:0000045_AUTOPHAGOSOME_ASSEMBLY		56	0.4931952	1.6515433	0.003327787	0.26713693	1.0	2107	tags=27%, list=13%, signal=31%	
GOBP_SPECIES_GO:0000462_MATURATION_OF_SSU-RR_FROM_TRICISTRONIC_RR_TRANSCRIPT_(SSU-RR,_5.8S_RR,_LSU-RR)	GOBP_SPECIES_GO:0000462_MATURATION_OF_SSU-RR_FROM_TRICISTRONIC_RR_TRANSCRIPT_(SSU-RR,_5.8S_RR,_LSU-RR)		32	0.54606956	1.6484485	0.008756568	0.2704256	1.0	3667	tags=53%, list=23%, signal=69%	
GOBP_SPECIES_GO:1905037_AUTOPHAGOSOME_ORGANIZATION	GOBP_SPECIES_GO:1905037_AUTOPHAGOSOME_ORGANIZATION		58	0.49317813	1.645653	0.0031796503	0.27307105	1.0	2107	tags=26%, list=13%, signal=30%	
GOBP_SPECIES_GO:0030490_MATURATION_OF_SSU-RR	GOBP_SPECIES_GO:0030490_MATURATION_OF_SSU-RR		44	0.52015334	1.6443677	0.011627907	0.27158657	1.0	4251	tags=55%, list=27%, signal=75%	
GOBP_SPECIES_GO:0048102_AUTOPHAGIC_CELL_DEATH	GOBP_SPECIES_GO:0048102_AUTOPHAGIC_CELL_DEATH		75	0.4716514	1.6415623	0.0048859934	0.273828	1.0	2250	tags=27%, list=14%, signal=31%	
GOMF_SPECIES_GO:0009975_CYCLASE_ACTIVITY	GOMF_SPECIES_GO:0009975_CYCLASE_ACTIVITY		26	0.59250253	1.6368642	0.007194245	0.28221545	1.0	5043	tags=46%, list=32%, signal=68%	
GOBP_SPECIES_GO:1903715_REGULATION_OF_AEROBIC_RESPIRATION	GOBP_SPECIES_GO:1903715_REGULATION_OF_AEROBIC_RESPIRATION		19	0.6328021	1.6358633	0.009191177	0.2800105	1.0	1305	tags=42%, list=8%, signal=46%	
GOBP_SPECIES_GO:0046580_NEGATIVE_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION	GOBP_SPECIES_GO:0046580_NEGATIVE_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION		20	0.610042	1.6356539	0.010889292	0.27577826	1.0	4679	tags=70%, list=30%, signal=99%	
GOBP_SPECIES_GO:0035070_SALIVARY_GLAND_HISTOLYSIS	GOBP_SPECIES_GO:0035070_SALIVARY_GLAND_HISTOLYSIS		80	0.45703468	1.634173	0.0	0.27517584	1.0	2250	tags=28%, list=14%, signal=32%	
GOBP_SPECIES_GO:0035023_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION	GOBP_SPECIES_GO:0035023_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION		23	0.5779999	1.6337227	0.008517887	0.2717557	1.0	2748	tags=39%, list=17%, signal=47%	
GOBP_SPECIES_GO:0002181_CYTOPLASMIC_TRANSLATION	GOBP_SPECIES_GO:0002181_CYTOPLASMIC_TRANSLATION		174	0.4133194	1.6334231	0.0	0.26823765	1.0	5576	tags=61%, list=35%, signal=93%	
GOBP_SPECIES_GO:0015844_MONOAMINE_TRANSPORT	GOBP_SPECIES_GO:0015844_MONOAMINE_TRANSPORT		26	0.5709049	1.6323434	0.008680556	0.26671287	1.0	3406	tags=35%, list=22%, signal=44%	
GOBP_SPECIES_GO:0042693_MUSCLE_CELL_FATE_COMMITMENT	GOBP_SPECIES_GO:0042693_MUSCLE_CELL_FATE_COMMITMENT		32	0.54243946	1.6323223	0.003407155	0.2625141	1.0	3876	tags=50%, list=25%, signal=66%	
GOBP_SPECIES_GO:0001881_RECEPTOR_RECYCLING	GOBP_SPECIES_GO:0001881_RECEPTOR_RECYCLING		21	0.60186845	1.6303076	0.017636685	0.2635661	1.0	4129	tags=67%, list=26%, signal=90%	
GOBP_SPECIES_GO:0046660_FEMALE_SEX_DIFFERENTIATION	GOBP_SPECIES_GO:0046660_FEMALE_SEX_DIFFERENTIATION		48	0.5029746	1.6297916	0.008591065	0.26092017	1.0	3253	tags=40%, list=21%, signal=50%	
GOMF_SPECIES_GO:0015370_SOLUTE:SODIUM_SYMPORTER_ACTIVITY	GOMF_SPECIES_GO:0015370_SOLUTE:SODIUM_SYMPORTER_ACTIVITY		35	0.5372099	1.628325	0.005042017	0.26073638	1.0	2651	tags=29%, list=17%, signal=34%	
GOBP_SPECIES_GO:0098657_IMPORT_INTO_CELL	GOBP_SPECIES_GO:0098657_IMPORT_INTO_CELL		69	0.46364874	1.626776	0.0016891892	0.26086676	1.0	4361	tags=41%, list=28%, signal=56%	
GOBP_SPECIES_GO:0043112_RECEPTOR_METABOLIC_PROCESS	GOBP_SPECIES_GO:0043112_RECEPTOR_METABOLIC_PROCESS		32	0.54463077	1.6262145	0.0051993066	0.25852153	1.0	4129	tags=56%, list=26%, signal=76%	
GOMF_SPECIES_GO:0004383_GUANYLATE_CYCLASE_ACTIVITY	GOMF_SPECIES_GO:0004383_GUANYLATE_CYCLASE_ACTIVITY		16	0.6396159	1.6256037	0.010714286	0.25624356	1.0	5043	tags=56%, list=32%, signal=83%	
GOBP_SPECIES_GO:0001742_OENOCYTE_DIFFERENTIATION	GOBP_SPECIES_GO:0001742_OENOCYTE_DIFFERENTIATION		22	0.59456694	1.6243703	0.012302285	0.25557348	1.0	5052	tags=68%, list=32%, signal=100%	
GOBP_SPECIES_GO:0007173_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	GOBP_SPECIES_GO:0007173_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY		112	0.43387797	1.6229131	0.0016233766	0.25565344	1.0	4572	tags=52%, list=29%, signal=72%	
GOMF_SPECIES_GO:0005326_NEUROTRANSMITTER_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_SPECIES_GO:0005326_NEUROTRANSMITTER_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		25	0.5684765	1.6225064	0.008665511	0.25309217	1.0	2702	tags=32%, list=17%, signal=39%	
GOBP_SPECIES_GO:0008585_FEMALE_GONAD_DEVELOPMENT	GOBP_SPECIES_GO:0008585_FEMALE_GONAD_DEVELOPMENT		37	0.5257259	1.6176817	0.00681431	0.26158658	1.0	3206	tags=41%, list=20%, signal=51%	
GOBP_SPECIES_GO:0071875_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY	GOBP_SPECIES_GO:0071875_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY		22	0.5872287	1.6164248	0.015544041	0.26153436	1.0	3851	tags=45%, list=24%, signal=60%	
GOBP_SPECIES_GO:0007156_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	GOBP_SPECIES_GO:0007156_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES		79	0.46096447	1.6153374	0.0016474464	0.26097602	1.0	3692	tags=47%, list=23%, signal=61%	
GOMF_SPECIES_GO:0003724_R_HELICASE_ACTIVITY	GOMF_SPECIES_GO:0003724_R_HELICASE_ACTIVITY		70	0.46651384	1.6123579	0.004622496	0.2646223	1.0	3570	tags=47%, list=23%, signal=61%	
GOBP_SPECIES_GO:0051058_NEGATIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	GOBP_SPECIES_GO:0051058_NEGATIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION		22	0.5860651	1.6104809	0.0123893805	0.2661406	1.0	4679	tags=68%, list=30%, signal=97%	
GOBP_SPECIES_GO:0038127_ERBB_SIGNALING_PATHWAY	GOBP_SPECIES_GO:0038127_ERBB_SIGNALING_PATHWAY		112	0.43387797	1.6094393	0.0	0.2652323	1.0	4572	tags=52%, list=29%, signal=72%	
GOBP_SPECIES_GO:0022600_DIGESTIVE_SYSTEM_PROCESS	GOBP_SPECIES_GO:0022600_DIGESTIVE_SYSTEM_PROCESS		24	0.5718592	1.6087922	0.02364865	0.2634863	1.0	2107	tags=29%, list=13%, signal=34%	
GOCC_SPECIES_GO:0009898_CYTOPLASMIC_SIDE_OF_PLASMA_MEMBRANE	GOCC_SPECIES_GO:0009898_CYTOPLASMIC_SIDE_OF_PLASMA_MEMBRANE		84	0.4511617	1.6087426	0.0016286644	0.2602866	1.0	4448	tags=44%, list=28%, signal=61%	
GOBP_SPECIES_GO:0046545_DEVELOPMENT_OF_PRIMARY_FEMALE_SEXUAL_CHARACTERISTICS	GOBP_SPECIES_GO:0046545_DEVELOPMENT_OF_PRIMARY_FEMALE_SEXUAL_CHARACTERISTICS		37	0.5257259	1.6080863	0.015384615	0.25855136	1.0	3206	tags=41%, list=20%, signal=51%	
GOBP_SPECIES_GO:0007479_LEG_DISC_PROXIMAL/DISTAL_PATTERN_FORMATION	GOBP_SPECIES_GO:0007479_LEG_DISC_PROXIMAL/DISTAL_PATTERN_FORMATION		39	0.5265554	1.6079384	0.004878049	0.25575304	1.0	4223	tags=51%, list=27%, signal=70%	
GOBP_SPECIES_GO:0018108_PEPTIDYL-TYROSINE_PHOSPHORYLATION	GOBP_SPECIES_GO:0018108_PEPTIDYL-TYROSINE_PHOSPHORYLATION		68	0.47086546	1.6075912	0.003220612	0.25356856	1.0	4596	tags=49%, list=29%, signal=68%	
GOBP_SPECIES_GO:0035153_EPITHELIAL_CELL_TYPE_SPECIFICATION,_OPEN_TRACHEAL_SYSTEM	GOBP_SPECIES_GO:0035153_EPITHELIAL_CELL_TYPE_SPECIFICATION,_OPEN_TRACHEAL_SYSTEM		21	0.6043441	1.6061811	0.010600707	0.25413296	1.0	4496	tags=76%, list=29%, signal=107%	
GOBP_SPECIES_GO:0044089_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	GOBP_SPECIES_GO:0044089_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS		256	0.3930628	1.6056339	0.0	0.2526136	1.0	4535	tags=45%, list=29%, signal=62%	
GOBP_SPECIES_GO:0006182_CGMP_BIOSYNTHETIC_PROCESS	GOBP_SPECIES_GO:0006182_CGMP_BIOSYNTHETIC_PROCESS		16	0.6396159	1.605199	0.014285714	0.25057855	1.0	5043	tags=56%, list=32%, signal=83%	
GOBP_SPECIES_GO:0007380_SPECIFICATION_OF_SEGMENTAL_IDENTITY,_HEAD	GOBP_SPECIES_GO:0007380_SPECIFICATION_OF_SEGMENTAL_IDENTITY,_HEAD		32	0.54524314	1.604049	0.012903226	0.25060207	1.0	3876	tags=53%, list=25%, signal=70%	
GOBP_SPECIES_GO:0009187_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS	GOBP_SPECIES_GO:0009187_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS		25	0.5702492	1.6000038	0.01208981	0.2576326	1.0	5043	tags=48%, list=32%, signal=71%	
GOBP_SPECIES_GO:0007432_SALIVARY_GLAND_BOUNDARY_SPECIFICATION	GOBP_SPECIES_GO:0007432_SALIVARY_GLAND_BOUNDARY_SPECIFICATION		44	0.4984327	1.5998038	0.0033898305	0.2551863	1.0	5050	tags=66%, list=32%, signal=97%	
GOBP_SPECIES_GO:0045727_POSITIVE_REGULATION_OF_TRANSLATION	GOBP_SPECIES_GO:0045727_POSITIVE_REGULATION_OF_TRANSLATION		69	0.46540806	1.5968612	0.0	0.25920227	1.0	4031	tags=48%, list=26%, signal=64%	
GOBP_SPECIES_GO:0007169_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY	GOBP_SPECIES_GO:0007169_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY		309	0.38042745	1.5941415	0.0	0.26276353	1.0	4581	tags=46%, list=29%, signal=63%	
GOBP_SPECIES_GO:0007167_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY	GOBP_SPECIES_GO:0007167_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY		416	0.37147325	1.5930145	0.0	0.26263353	1.0	4498	tags=43%, list=29%, signal=58%	
GOBP_SPECIES_GO:0009190_CYCLIC_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	GOBP_SPECIES_GO:0009190_CYCLIC_NUCLEOTIDE_BIOSYNTHETIC_PROCESS		23	0.58653915	1.592501	0.007155635	0.26108438	1.0	5043	tags=48%, list=32%, signal=70%	
GOBP_SPECIES_GO:0035287_HEAD_SEGMENTATION	GOBP_SPECIES_GO:0035287_HEAD_SEGMENTATION		44	0.50297916	1.5924805	0.010771993	0.25832972	1.0	3876	tags=48%, list=25%, signal=63%	
GOBP_SPECIES_GO:0009743_RESPONSE_TO_CARBOHYDRATE	GOBP_SPECIES_GO:0009743_RESPONSE_TO_CARBOHYDRATE		67	0.45903492	1.5915047	0.0031948881	0.25830996	1.0	4920	tags=54%, list=31%, signal=78%	
GOCC_SPECIES_GO:0097482_MUSCLE_CELL_POSTSYNAPTIC_SPECIALIZATION	GOCC_SPECIES_GO:0097482_MUSCLE_CELL_POSTSYNAPTIC_SPECIALIZATION		17	0.61072576	1.5893468	0.025	0.26092172	1.0	4857	tags=47%, list=31%, signal=68%	
