NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOCC_SPECIES_GO:0005753_MITOCHONDRIAL_PROTON-TRANSPORTING_ATP_SYNTHASE_COMPLEX	GOCC_SPECIES_GO:0005753_MITOCHONDRIAL_PROTON-TRANSPORTING_ATP_SYNTHASE_COMPLEX	Details ...	28	-0.64032024	-2.062275	0.0	0.0077763237	0.111	1859	tags=43%, list=12%, signal=49%	
GOCC_SPECIES_GO:0005685_U1_SNRNP	GOCC_SPECIES_GO:0005685_U1_SNRNP	Details ...	34	-0.61060405	-2.058183	0.0	0.007725559	0.116	2041	tags=47%, list=13%, signal=54%	
GOBP_SPECIES_GO:0006367_TRANSCRIPTION_INITIATION_FROM_R_POLYMERASE_II_PROMOTER	GOBP_SPECIES_GO:0006367_TRANSCRIPTION_INITIATION_FROM_R_POLYMERASE_II_PROMOTER	Details ...	79	-0.5067599	-2.0425284	0.0	0.009391775	0.145	2906	tags=47%, list=18%, signal=57%	
GOBP_SPECIES_GO:1902969_MITOTIC_D_REPLICATION	GOBP_SPECIES_GO:1902969_MITOTIC_D_REPLICATION	Details ...	22	-0.67927194	-2.0404391	0.0	0.009038283	0.147	3176	tags=68%, list=20%, signal=85%	
GOBP_SPECIES_GO:0007093_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING	GOBP_SPECIES_GO:0007093_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING	Details ...	57	-0.5368283	-2.0258596	0.0	0.010819574	0.183	3185	tags=46%, list=20%, signal=57%	
GOBP_SPECIES_GO:0033260_NUCLEAR_D_REPLICATION	GOBP_SPECIES_GO:0033260_NUCLEAR_D_REPLICATION	Details ...	29	-0.6303892	-2.023245	0.0	0.010675657	0.191	3176	tags=59%, list=20%, signal=73%	
GOBP_SPECIES_GO:0006301_POSTREPLICATION_REPAIR	GOBP_SPECIES_GO:0006301_POSTREPLICATION_REPAIR	Details ...	24	-0.64096344	-2.0149827	0.0	0.011218869	0.208	2944	tags=63%, list=19%, signal=77%	
GOBP_SPECIES_GO:0006271_D_STRAND_ELONGATION_INVOLVED_IN_D_REPLICATION	GOBP_SPECIES_GO:0006271_D_STRAND_ELONGATION_INVOLVED_IN_D_REPLICATION	Details ...	28	-0.62938684	-2.0134623	0.0	0.010798471	0.209	1052	tags=50%, list=7%, signal=53%	
GOBP_SPECIES_GO:0022616_D_STRAND_ELONGATION	GOBP_SPECIES_GO:0022616_D_STRAND_ELONGATION	Details ...	28	-0.62938684	-2.0034876	0.0	0.011979223	0.24	1052	tags=50%, list=7%, signal=53%	
GOCC_SPECIES_GO:0022624_PROTEASOME_ACCESSORY_COMPLEX	GOCC_SPECIES_GO:0022624_PROTEASOME_ACCESSORY_COMPLEX	Details ...	32	-0.59589696	-1.9942976	0.0	0.013260623	0.274	2686	tags=59%, list=17%, signal=71%	
GOBP_SPECIES_GO:0033962_P-BODY_ASSEMBLY	GOBP_SPECIES_GO:0033962_P-BODY_ASSEMBLY	Details ...	25	-0.6321372	-1.9905066	0.0	0.013289008	0.284	2591	tags=52%, list=16%, signal=62%	
GOMF_SPECIES_GO:0070003_THREONINE-TYPE_PEPTIDASE_ACTIVITY	GOMF_SPECIES_GO:0070003_THREONINE-TYPE_PEPTIDASE_ACTIVITY	Details ...	19	-0.682314	-1.9892213	0.0	0.013045134	0.287	1735	tags=53%, list=11%, signal=59%	
GOCC_SPECIES_GO:0000793_CONDENSED_CHROMOSOME	GOCC_SPECIES_GO:0000793_CONDENSED_CHROMOSOME	Details ...	103	-0.46622044	-1.9803116	0.0	0.0142668495	0.318	3160	tags=47%, list=20%, signal=58%	
GOCC_SPECIES_GO:0005682_U5_SNRNP	GOCC_SPECIES_GO:0005682_U5_SNRNP	Details ...	27	-0.6255858	-1.9787291	0.0	0.013966954	0.324	2041	tags=56%, list=13%, signal=64%	
GOBP_SPECIES_GO:0006754_ATP_BIOSYNTHETIC_PROCESS	GOBP_SPECIES_GO:0006754_ATP_BIOSYNTHETIC_PROCESS	Details ...	33	-0.5866987	-1.9760128	0.0	0.013868548	0.333	1859	tags=36%, list=12%, signal=41%	
GOBP_SPECIES_GO:0042770_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_D_DAMAGE	GOBP_SPECIES_GO:0042770_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_D_DAMAGE	Details ...	67	-0.502099	-1.9672221	0.0	0.015101176	0.364	2944	tags=45%, list=19%, signal=55%	
GOCC_SPECIES_GO:0043073_GERM_CELL_NUCLEUS	GOCC_SPECIES_GO:0043073_GERM_CELL_NUCLEUS	Details ...	32	-0.59703666	-1.9670403	0.0	0.014614042	0.364	2113	tags=44%, list=13%, signal=50%	
GOMF_SPECIES_GO:0046933_PROTON-TRANSPORTING_ATP_SYNTHASE_ACTIVITY,_ROTATIONAL_MECHANISM	GOMF_SPECIES_GO:0046933_PROTON-TRANSPORTING_ATP_SYNTHASE_ACTIVITY,_ROTATIONAL_MECHANISM	Details ...	27	-0.6166105	-1.9658481	0.0	0.0143738175	0.369	1859	tags=41%, list=12%, signal=46%	
GOCC_SPECIES_GO:0045263_PROTON-TRANSPORTING_ATP_SYNTHASE_COMPLEX,_COUPLING_FACTOR_F(O)	GOCC_SPECIES_GO:0045263_PROTON-TRANSPORTING_ATP_SYNTHASE_COMPLEX,_COUPLING_FACTOR_F(O)	Details ...	15	-0.71546304	-1.9626905	0.0027173914	0.014302389	0.375	1587	tags=47%, list=10%, signal=52%	
GOBP_SPECIES_GO:0006310_D_RECOMBINATION	GOBP_SPECIES_GO:0006310_D_RECOMBINATION	Details ...	134	-0.44758916	-1.9601663	0.0	0.014410577	0.387	3176	tags=41%, list=20%, signal=51%	
GOCC_SPECIES_GO:0000276_MITOCHONDRIAL_PROTON-TRANSPORTING_ATP_SYNTHASE_COMPLEX,_COUPLING_FACTOR_F(O)	GOCC_SPECIES_GO:0000276_MITOCHONDRIAL_PROTON-TRANSPORTING_ATP_SYNTHASE_COMPLEX,_COUPLING_FACTOR_F(O)	Details ...	15	-0.71546304	-1.9571253	0.0025252525	0.014572228	0.394	1587	tags=47%, list=10%, signal=52%	
GOMF_SPECIES_GO:0003684_DAMAGED_D_BINDING	GOMF_SPECIES_GO:0003684_DAMAGED_D_BINDING	Details ...	24	-0.6177757	-1.9514039	0.0	0.015133227	0.415	4562	tags=71%, list=29%, signal=100%	
GOCC_SPECIES_GO:0005689_U12-TYPE_SPLICEOSOMAL_COMPLEX	GOCC_SPECIES_GO:0005689_U12-TYPE_SPLICEOSOMAL_COMPLEX	Details ...	20	-0.6634529	-1.9504036	0.0	0.014910666	0.419	3103	tags=65%, list=20%, signal=81%	
GOBP_SPECIES_GO:0006281_D_REPAIR	GOBP_SPECIES_GO:0006281_D_REPAIR	Details ...	255	-0.4102167	-1.9494178	0.0	0.014757301	0.423	2945	tags=38%, list=19%, signal=46%	
GOBP_SPECIES_GO:0006260_D_REPLICATION	GOBP_SPECIES_GO:0006260_D_REPLICATION	Details ...	178	-0.4296712	-1.9473108	0.0	0.014761887	0.432	2920	tags=42%, list=19%, signal=51%	
GOCC_SPECIES_GO:0032806_CARBOXY-TERMINAL_DOMAIN_PROTEIN_KINASE_COMPLEX	GOCC_SPECIES_GO:0032806_CARBOXY-TERMINAL_DOMAIN_PROTEIN_KINASE_COMPLEX	Details ...	19	-0.67310804	-1.9378997	0.0029325513	0.016188677	0.464	2906	tags=63%, list=18%, signal=77%	
GOCC_SPECIES_GO:0005684_U2-TYPE_SPLICEOSOMAL_COMPLEX	GOCC_SPECIES_GO:0005684_U2-TYPE_SPLICEOSOMAL_COMPLEX	Details ...	56	-0.5187825	-1.9332285	0.0	0.016794486	0.486	2862	tags=45%, list=18%, signal=54%	
GOCC_SPECIES_GO:0016592_MEDIATOR_COMPLEX	GOCC_SPECIES_GO:0016592_MEDIATOR_COMPLEX	Details ...	27	-0.6074545	-1.9291135	0.0	0.017319633	0.497	3675	tags=63%, list=23%, signal=82%	
GOBP_SPECIES_GO:0060260_REGULATION_OF_TRANSCRIPTION_INITIATION_FROM_R_POLYMERASE_II_PROMOTER	GOBP_SPECIES_GO:0060260_REGULATION_OF_TRANSCRIPTION_INITIATION_FROM_R_POLYMERASE_II_PROMOTER	Details ...	23	-0.6277172	-1.9280113	0.0	0.01705698	0.499	2814	tags=61%, list=18%, signal=74%	
GOMF_SPECIES_GO:0003697_SINGLE-STRANDED_D_BINDING	GOMF_SPECIES_GO:0003697_SINGLE-STRANDED_D_BINDING	Details ...	52	-0.5143674	-1.9199473	0.0	0.018389426	0.541	3123	tags=50%, list=20%, signal=62%	
GOBP_SPECIES_GO:0045841_NEGATIVE_REGULATION_OF_MITOTIC_METAPHASE/ANAPHASE_TRANSITION	GOBP_SPECIES_GO:0045841_NEGATIVE_REGULATION_OF_MITOTIC_METAPHASE/ANAPHASE_TRANSITION	Details ...	15	-0.696476	-1.9188601	0.0	0.018136825	0.543	3117	tags=53%, list=20%, signal=66%	
GOBP_SPECIES_GO:0045047_PROTEIN_TARGETING_TO_ER	GOBP_SPECIES_GO:0045047_PROTEIN_TARGETING_TO_ER	Details ...	35	-0.5620941	-1.9185011	0.0	0.017807422	0.545	2968	tags=49%, list=19%, signal=60%	
GOBP_SPECIES_GO:2000816_NEGATIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEPARATION	GOBP_SPECIES_GO:2000816_NEGATIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEPARATION	Details ...	15	-0.696476	-1.9168832	0.0025641026	0.01766366	0.548	3117	tags=53%, list=20%, signal=66%	
GOBP_SPECIES_GO:0000075_CELL_CYCLE_CHECKPOINT_SIGNALING	GOBP_SPECIES_GO:0000075_CELL_CYCLE_CHECKPOINT_SIGNALING	Details ...	83	-0.47428864	-1.9157957	0.0	0.017439643	0.552	2626	tags=39%, list=17%, signal=46%	
GOBP_SPECIES_GO:0007095_MITOTIC_G2_D_DAMAGE_CHECKPOINT_SIGNALING	GOBP_SPECIES_GO:0007095_MITOTIC_G2_D_DAMAGE_CHECKPOINT_SIGNALING	Details ...	19	-0.65374845	-1.9123652	0.0	0.017816383	0.568	2530	tags=58%, list=16%, signal=69%	
GOBP_SPECIES_GO:0000725_RECOMBINATIONAL_REPAIR	GOBP_SPECIES_GO:0000725_RECOMBINATIONAL_REPAIR	Details ...	82	-0.46914408	-1.9052107	0.0	0.018637227	0.596	3123	tags=44%, list=20%, signal=54%	
GOCC_SPECIES_GO:0043596_NUCLEAR_REPLICATION_FORK	GOCC_SPECIES_GO:0043596_NUCLEAR_REPLICATION_FORK	Details ...	21	-0.6268945	-1.9034998	0.0	0.01854564	0.605	2467	tags=57%, list=16%, signal=68%	
GOBP_SPECIES_GO:0072599_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	GOBP_SPECIES_GO:0072599_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	Details ...	36	-0.5584695	-1.9016935	0.0	0.018536216	0.611	2968	tags=47%, list=19%, signal=58%	
GOMF_SPECIES_GO:0015252_PROTON_CHANNEL_ACTIVITY	GOMF_SPECIES_GO:0015252_PROTON_CHANNEL_ACTIVITY	Details ...	31	-0.579439	-1.901183	0.0	0.018204719	0.612	2047	tags=39%, list=13%, signal=44%	
GOBP_SPECIES_GO:0000724_DOUBLE-STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION	GOBP_SPECIES_GO:0000724_DOUBLE-STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION	Details ...	82	-0.46914408	-1.9009423	0.0	0.0179046	0.613	3123	tags=44%, list=20%, signal=54%	
GOBP_SPECIES_GO:0015986_PROTON_MOTIVE_FORCE-DRIVEN_ATP_SYNTHESIS	GOBP_SPECIES_GO:0015986_PROTON_MOTIVE_FORCE-DRIVEN_ATP_SYNTHESIS	Details ...	29	-0.5809157	-1.8992922	0.0	0.017978419	0.622	1859	tags=38%, list=12%, signal=43%	
GOBP_SPECIES_GO:2000142_REGULATION_OF_D-TEMPLATED_TRANSCRIPTION,_INITIATION	GOBP_SPECIES_GO:2000142_REGULATION_OF_D-TEMPLATED_TRANSCRIPTION,_INITIATION	Details ...	23	-0.6277172	-1.8977782	0.0054945056	0.017958336	0.627	2814	tags=61%, list=18%, signal=74%	
GOBP_SPECIES_GO:1902100_NEGATIVE_REGULATION_OF_METAPHASE/ANAPHASE_TRANSITION_OF_CELL_CYCLE	GOBP_SPECIES_GO:1902100_NEGATIVE_REGULATION_OF_METAPHASE/ANAPHASE_TRANSITION_OF_CELL_CYCLE	Details ...	15	-0.696476	-1.8964076	0.002762431	0.017924247	0.633	3117	tags=53%, list=20%, signal=66%	
GOBP_SPECIES_GO:0007076_MITOTIC_CHROMOSOME_CONDENSATION	GOBP_SPECIES_GO:0007076_MITOTIC_CHROMOSOME_CONDENSATION	Details ...	21	-0.6342861	-1.8952445	0.0	0.017802987	0.634	2930	tags=62%, list=19%, signal=76%	
GOBP_SPECIES_GO:0033046_NEGATIVE_REGULATION_OF_SISTER_CHROMATID_SEGREGATION	GOBP_SPECIES_GO:0033046_NEGATIVE_REGULATION_OF_SISTER_CHROMATID_SEGREGATION	Details ...	15	-0.696476	-1.8883215	0.0025641026	0.01902211	0.673	3117	tags=53%, list=20%, signal=66%	
GOBP_SPECIES_GO:0071174_MITOTIC_SPINDLE_CHECKPOINT_SIGNALING	GOBP_SPECIES_GO:0071174_MITOTIC_SPINDLE_CHECKPOINT_SIGNALING	Details ...	15	-0.696476	-1.8867118	0.0	0.019086868	0.679	3117	tags=53%, list=20%, signal=66%	
GOBP_SPECIES_GO:0044773_MITOTIC_D_DAMAGE_CHECKPOINT_SIGNALING	GOBP_SPECIES_GO:0044773_MITOTIC_D_DAMAGE_CHECKPOINT_SIGNALING	Details ...	32	-0.5657419	-1.8809872	0.0	0.019942593	0.705	2832	tags=50%, list=18%, signal=61%	
GOBP_SPECIES_GO:0009067_ASPARTATE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS	GOBP_SPECIES_GO:0009067_ASPARTATE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS	Details ...	27	-0.583903	-1.8792635	0.0029239766	0.020004105	0.716	2347	tags=44%, list=15%, signal=52%	
GOBP_SPECIES_GO:0033048_NEGATIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION	GOBP_SPECIES_GO:0033048_NEGATIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION	Details ...	15	-0.696476	-1.8752769	0.0	0.020606909	0.733	3117	tags=53%, list=20%, signal=66%	
GOBP_SPECIES_GO:0007094_MITOTIC_SPINDLE_ASSEMBLY_CHECKPOINT_SIGNALING	GOBP_SPECIES_GO:0007094_MITOTIC_SPINDLE_ASSEMBLY_CHECKPOINT_SIGNALING	Details ...	15	-0.696476	-1.8698292	0.008064516	0.021128507	0.75	3117	tags=53%, list=20%, signal=66%	
GOBP_SPECIES_GO:0051784_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION	GOBP_SPECIES_GO:0051784_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION	Details ...	23	-0.6154283	-1.8677883	0.0	0.021296551	0.761	3117	tags=52%, list=20%, signal=65%	
GOMF_SPECIES_GO:0016860_INTRAMOLECULAR_OXIDOREDUCTASE_ACTIVITY	GOMF_SPECIES_GO:0016860_INTRAMOLECULAR_OXIDOREDUCTASE_ACTIVITY	Details ...	51	-0.50119346	-1.8608562	0.0	0.022697652	0.787	2312	tags=39%, list=15%, signal=46%	
GOBP_SPECIES_GO:1905819_NEGATIVE_REGULATION_OF_CHROMOSOME_SEPARATION	GOBP_SPECIES_GO:1905819_NEGATIVE_REGULATION_OF_CHROMOSOME_SEPARATION	Details ...	15	-0.696476	-1.8594214	0.0	0.022762304	0.797	3117	tags=53%, list=20%, signal=66%	
GOBP_SPECIES_GO:0031577_SPINDLE_CHECKPOINT_SIGNALING	GOBP_SPECIES_GO:0031577_SPINDLE_CHECKPOINT_SIGNALING	Details ...	15	-0.696476	-1.8585416	0.0	0.022633575	0.799	3117	tags=53%, list=20%, signal=66%	
GOBP_SPECIES_GO:0006974_CELLULAR_RESPONSE_TO_D_DAMAGE_STIMULUS	GOBP_SPECIES_GO:0006974_CELLULAR_RESPONSE_TO_D_DAMAGE_STIMULUS	Details ...	309	-0.38740483	-1.8553114	0.0	0.023234649	0.816	2945	tags=37%, list=19%, signal=44%	
GOCC_SPECIES_GO:0000228_NUCLEAR_CHROMOSOME	GOCC_SPECIES_GO:0000228_NUCLEAR_CHROMOSOME	Details ...	155	-0.41978505	-1.8540945	0.0	0.023245428	0.823	2920	tags=38%, list=19%, signal=46%	
GOBP_SPECIES_GO:2001251_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	GOBP_SPECIES_GO:2001251_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	Details ...	25	-0.58516634	-1.8521689	0.0	0.023382291	0.827	3117	tags=56%, list=20%, signal=70%	
GOBP_SPECIES_GO:0072332_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	GOBP_SPECIES_GO:0072332_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	Details ...	18	-0.63956684	-1.8463213	0.002793296	0.024279395	0.842	3576	tags=56%, list=23%, signal=72%	
GOCC_SPECIES_GO:0005788_ENDOPLASMIC_RETICULUM_LUMEN	GOCC_SPECIES_GO:0005788_ENDOPLASMIC_RETICULUM_LUMEN	Details ...	41	-0.5164589	-1.8428004	0.003164557	0.025121309	0.865	2996	tags=44%, list=19%, signal=54%	
GOBP_SPECIES_GO:0070816_PHOSPHORYLATION_OF_R_POLYMERASE_II_C-TERMINAL_DOMAIN	GOBP_SPECIES_GO:0070816_PHOSPHORYLATION_OF_R_POLYMERASE_II_C-TERMINAL_DOMAIN	Details ...	18	-0.6353024	-1.8407619	0.0	0.02515932	0.871	2687	tags=56%, list=17%, signal=67%	
GOBP_SPECIES_GO:0051985_NEGATIVE_REGULATION_OF_CHROMOSOME_SEGREGATION	GOBP_SPECIES_GO:0051985_NEGATIVE_REGULATION_OF_CHROMOSOME_SEGREGATION	Details ...	15	-0.696476	-1.8383636	0.0	0.025581146	0.883	3117	tags=53%, list=20%, signal=66%	
GOBP_SPECIES_GO:2001243_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	GOBP_SPECIES_GO:2001243_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	Details ...	15	-0.6682874	-1.8379753	0.002538071	0.025351785	0.886	3576	tags=60%, list=23%, signal=78%	
GOBP_SPECIES_GO:0010389_REGULATION_OF_G2/M_TRANSITION_OF_MITOTIC_CELL_CYCLE	GOBP_SPECIES_GO:0010389_REGULATION_OF_G2/M_TRANSITION_OF_MITOTIC_CELL_CYCLE	Details ...	47	-0.50388646	-1.8349184	0.0	0.025864637	0.892	2832	tags=47%, list=18%, signal=57%	
GOBP_SPECIES_GO:2001020_REGULATION_OF_RESPONSE_TO_D_DAMAGE_STIMULUS	GOBP_SPECIES_GO:2001020_REGULATION_OF_RESPONSE_TO_D_DAMAGE_STIMULUS	Details ...	49	-0.49681044	-1.8340875	0.006451613	0.025854569	0.896	2944	tags=45%, list=19%, signal=55%	
GOBP_SPECIES_GO:0006614_SRP-DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	GOBP_SPECIES_GO:0006614_SRP-DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	Details ...	21	-0.60932064	-1.8336891	0.0	0.025665645	0.896	1684	tags=48%, list=11%, signal=53%	
GOBP_SPECIES_GO:0006302_DOUBLE-STRAND_BREAK_REPAIR	GOBP_SPECIES_GO:0006302_DOUBLE-STRAND_BREAK_REPAIR	Details ...	123	-0.4176571	-1.8300371	0.0	0.026108377	0.9	3176	tags=40%, list=20%, signal=50%	
GOBP_SPECIES_GO:0030174_REGULATION_OF_D-TEMPLATED_D_REPLICATION_INITIATION	GOBP_SPECIES_GO:0030174_REGULATION_OF_D-TEMPLATED_D_REPLICATION_INITIATION	Details ...	15	-0.67015547	-1.8290979	0.0025839794	0.02599688	0.903	2071	tags=67%, list=13%, signal=77%	
GOBP_SPECIES_GO:0071173_SPINDLE_ASSEMBLY_CHECKPOINT_SIGNALING	GOBP_SPECIES_GO:0071173_SPINDLE_ASSEMBLY_CHECKPOINT_SIGNALING	Details ...	15	-0.696476	-1.8277858	0.015831135	0.026020296	0.905	3117	tags=53%, list=20%, signal=66%	
GOBP_SPECIES_GO:0006261_D-TEMPLATED_D_REPLICATION	GOBP_SPECIES_GO:0006261_D-TEMPLATED_D_REPLICATION	Details ...	137	-0.42467582	-1.826402	0.0	0.026080882	0.908	2920	tags=42%, list=19%, signal=51%	
GOBP_SPECIES_GO:0009086_METHIONINE_BIOSYNTHETIC_PROCESS	GOBP_SPECIES_GO:0009086_METHIONINE_BIOSYNTHETIC_PROCESS	Details ...	21	-0.60404795	-1.8240625	0.002754821	0.026456647	0.908	2243	tags=52%, list=14%, signal=61%	
GOBP_SPECIES_GO:0006888_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE-MEDIATED_TRANSPORT	GOBP_SPECIES_GO:0006888_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE-MEDIATED_TRANSPORT	Details ...	105	-0.42977864	-1.8231529	0.0	0.026378494	0.909	2801	tags=40%, list=18%, signal=48%	
GOBP_SPECIES_GO:0044818_MITOTIC_G2/M_TRANSITION_CHECKPOINT	GOBP_SPECIES_GO:0044818_MITOTIC_G2/M_TRANSITION_CHECKPOINT	Details ...	26	-0.57997763	-1.8223463	0.002915452	0.02631686	0.913	2832	tags=58%, list=18%, signal=70%	
GOBP_SPECIES_GO:1902749_REGULATION_OF_CELL_CYCLE_G2/M_PHASE_TRANSITION	GOBP_SPECIES_GO:1902749_REGULATION_OF_CELL_CYCLE_G2/M_PHASE_TRANSITION	Details ...	47	-0.5038865	-1.8159776	0.0	0.027651737	0.923	2832	tags=47%, list=18%, signal=57%	
GOBP_SPECIES_GO:0006613_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	GOBP_SPECIES_GO:0006613_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	Details ...	21	-0.60932064	-1.8144106	0.012594459	0.027665732	0.923	1684	tags=48%, list=11%, signal=53%	
GOCC_SPECIES_GO:0071010_PRESPLICEOSOME	GOCC_SPECIES_GO:0071010_PRESPLICEOSOME	Details ...	28	-0.55037475	-1.806844	0.0027100272	0.029455438	0.938	1147	tags=36%, list=7%, signal=38%	
GOBP_SPECIES_GO:0070972_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	GOBP_SPECIES_GO:0070972_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	Details ...	46	-0.48782116	-1.8040943	0.0	0.029871196	0.945	2968	tags=41%, list=19%, signal=51%	
GOCC_SPECIES_GO:0097526_SPLICEOSOMAL_TRI-SNRNP_COMPLEX	GOCC_SPECIES_GO:0097526_SPLICEOSOMAL_TRI-SNRNP_COMPLEX	Details ...	36	-0.52480215	-1.8040329	0.002739726	0.029542942	0.945	3728	tags=61%, list=24%, signal=80%	
GOCC_SPECIES_GO:0071004_U2-TYPE_PRESPLICEOSOME	GOCC_SPECIES_GO:0071004_U2-TYPE_PRESPLICEOSOME	Details ...	28	-0.55037475	-1.799508	0.0	0.03055638	0.949	1147	tags=36%, list=7%, signal=38%	
