NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_SPECIES_GO:0009913_EPIDERMAL_CELL_DIFFERENTIATION	GOBP_SPECIES_GO:0009913_EPIDERMAL_CELL_DIFFERENTIATION		103	-0.52147657	-1.9588484	0.0	0.009700171	0.161	3923	tags=43%, list=25%, signal=57%	
GOBP_SPECIES_GO:0035316_NON-SENSORY_HAIR_ORGANIZATION	GOBP_SPECIES_GO:0035316_NON-SENSORY_HAIR_ORGANIZATION		100	-0.5097238	-1.9587187	0.0	0.0093661025	0.163	3923	tags=41%, list=25%, signal=54%	
GOBP_SPECIES_GO:0097722_SPERM_MOTILITY	GOBP_SPECIES_GO:0097722_SPERM_MOTILITY		62	-0.5736052	-1.9584085	0.0	0.009011072	0.164	4167	tags=61%, list=26%, signal=83%	
GOCC_SPECIES_GO:0005929_CILIUM	GOCC_SPECIES_GO:0005929_CILIUM		253	-0.45264348	-1.9447032	0.0	0.010640092	0.196	5179	tags=57%, list=33%, signal=84%	
GOBP_SPECIES_GO:0060438_TRACHEA_DEVELOPMENT	GOBP_SPECIES_GO:0060438_TRACHEA_DEVELOPMENT		52	-0.5694425	-1.9326835	0.0	0.012323716	0.232	1904	tags=40%, list=12%, signal=46%	
GOBP_SPECIES_GO:0035023_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION	GOBP_SPECIES_GO:0035023_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION		23	-0.6968857	-1.9326735	0.0	0.0118497275	0.232	3066	tags=61%, list=19%, signal=75%	
GOMF_SPECIES_GO:0019787_UBIQUITIN-LIKE_PROTEIN_TRANSFERASE_ACTIVITY	GOMF_SPECIES_GO:0019787_UBIQUITIN-LIKE_PROTEIN_TRANSFERASE_ACTIVITY		198	-0.46547276	-1.9272044	0.0	0.01269739	0.252	3607	tags=37%, list=23%, signal=47%	
GOBP_SPECIES_GO:0032506_CYTOKINETIC_PROCESS	GOBP_SPECIES_GO:0032506_CYTOKINETIC_PROCESS		69	-0.54773486	-1.9194773	0.0	0.01417135	0.283	2797	tags=39%, list=18%, signal=47%	
GOBP_SPECIES_GO:0044782_CILIUM_ORGANIZATION	GOBP_SPECIES_GO:0044782_CILIUM_ORGANIZATION		228	-0.45484927	-1.9177057	0.0	0.014013637	0.287	5179	tags=58%, list=33%, signal=85%	
GOBP_SPECIES_GO:0035317_IMAGINAL_DISC-DERIVED_WING_HAIR_ORGANIZATION	GOBP_SPECIES_GO:0035317_IMAGINAL_DISC-DERIVED_WING_HAIR_ORGANIZATION		99	-0.50973964	-1.9108307	0.0	0.014904376	0.311	3923	tags=41%, list=25%, signal=55%	
GOMF_SPECIES_GO:0004842_UBIQUITIN-PROTEIN_TRANSFERASE_ACTIVITY	GOMF_SPECIES_GO:0004842_UBIQUITIN-PROTEIN_TRANSFERASE_ACTIVITY		184	-0.46330023	-1.9097475	0.0	0.014695769	0.315	3531	tags=36%, list=22%, signal=46%	
GOBP_SPECIES_GO:0035212_CELL_COMPETITION_IN_A_MULTICELLULAR_ORGANISM	GOBP_SPECIES_GO:0035212_CELL_COMPETITION_IN_A_MULTICELLULAR_ORGANISM		30	-0.6374964	-1.9064139	0.0	0.014801096	0.327	2309	tags=43%, list=15%, signal=51%	
GOBP_SPECIES_GO:0035315_HAIR_CELL_DIFFERENTIATION	GOBP_SPECIES_GO:0035315_HAIR_CELL_DIFFERENTIATION		100	-0.5097238	-1.9035636	0.0	0.0151902	0.339	3923	tags=41%, list=25%, signal=54%	
GOBP_SPECIES_GO:0035082_AXONEME_ASSEMBLY	GOBP_SPECIES_GO:0035082_AXONEME_ASSEMBLY		87	-0.51777387	-1.8995223	0.0	0.015804209	0.361	4685	tags=56%, list=30%, signal=80%	
GOMF_SPECIES_GO:0008061_CHITIN_BINDING	GOMF_SPECIES_GO:0008061_CHITIN_BINDING		82	-0.5160604	-1.8950554	0.0	0.016449811	0.388	3722	tags=59%, list=24%, signal=76%	
GOBP_SPECIES_GO:0000819_SISTER_CHROMATID_SEGREGATION	GOBP_SPECIES_GO:0000819_SISTER_CHROMATID_SEGREGATION		146	-0.47161356	-1.8860648	0.0	0.018490799	0.435	3036	tags=36%, list=19%, signal=44%	
GOBP_SPECIES_GO:0006030_CHITIN_METABOLIC_PROCESS	GOBP_SPECIES_GO:0006030_CHITIN_METABOLIC_PROCESS		29	-0.6329503	-1.8838112	0.0	0.018768689	0.453	3237	tags=59%, list=21%, signal=74%	
GOBP_SPECIES_GO:0060271_CILIUM_ASSEMBLY	GOBP_SPECIES_GO:0060271_CILIUM_ASSEMBLY		214	-0.44882232	-1.8837832	0.0	0.018274777	0.453	5179	tags=57%, list=33%, signal=84%	
GOCC_SPECIES_GO:0030312_EXTERNAL_ENCAPSULATING_STRUCTURE	GOCC_SPECIES_GO:0030312_EXTERNAL_ENCAPSULATING_STRUCTURE		319	-0.4298882	-1.8829044	0.0	0.017991176	0.455	4092	tags=56%, list=26%, signal=74%	
GOBP_SPECIES_GO:0007018_MICROTUBULE-BASED_MOVEMENT	GOBP_SPECIES_GO:0007018_MICROTUBULE-BASED_MOVEMENT		241	-0.44098547	-1.8825457	0.0	0.017571121	0.455	5211	tags=55%, list=33%, signal=81%	
GOBP_SPECIES_GO:0006040_AMINO_SUGAR_METABOLIC_PROCESS	GOBP_SPECIES_GO:0006040_AMINO_SUGAR_METABOLIC_PROCESS		52	-0.55325794	-1.8805864	0.0	0.017584983	0.465	2907	tags=46%, list=18%, signal=56%	
GOBP_SPECIES_GO:0001578_MICROTUBULE_BUNDLE_FORMATION	GOBP_SPECIES_GO:0001578_MICROTUBULE_BUNDLE_FORMATION		104	-0.49786386	-1.8803347	0.0	0.01725217	0.466	4307	tags=51%, list=27%, signal=70%	
GOBP_SPECIES_GO:0007264_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	GOBP_SPECIES_GO:0007264_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION		212	-0.4467215	-1.8787942	0.0	0.01746807	0.48	4649	tags=47%, list=30%, signal=65%	
GOBP_SPECIES_GO:0032482_RAB_PROTEIN_SIGNAL_TRANSDUCTION	GOBP_SPECIES_GO:0032482_RAB_PROTEIN_SIGNAL_TRANSDUCTION		43	-0.574476	-1.872759	0.0	0.018951418	0.52	4629	tags=63%, list=29%, signal=89%	
GOMF_SPECIES_GO:0001664_G_PROTEIN-COUPLED_RECEPTOR_BINDING	GOMF_SPECIES_GO:0001664_G_PROTEIN-COUPLED_RECEPTOR_BINDING		55	-0.549951	-1.8670437	0.0	0.019862536	0.544	4282	tags=42%, list=27%, signal=57%	
GOCC_SPECIES_GO:0031012_EXTRACELLULAR_MATRIX	GOCC_SPECIES_GO:0031012_EXTRACELLULAR_MATRIX		293	-0.427529	-1.8605543	0.0	0.021182168	0.574	4257	tags=59%, list=27%, signal=79%	
GOBP_SPECIES_GO:0031532_ACTIN_CYTOSKELETON_REORGANIZATION	GOBP_SPECIES_GO:0031532_ACTIN_CYTOSKELETON_REORGANIZATION		38	-0.584596	-1.8595252	0.0	0.021088434	0.584	3735	tags=53%, list=24%, signal=69%	
GOBP_SPECIES_GO:1903053_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	GOBP_SPECIES_GO:1903053_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION		32	-0.61659336	-1.8528249	0.0	0.023202037	0.632	4003	tags=66%, list=25%, signal=88%	
GOCC_SPECIES_GO:0032153_CELL_DIVISION_SITE	GOCC_SPECIES_GO:0032153_CELL_DIVISION_SITE		88	-0.4946019	-1.8523666	0.0	0.02287632	0.632	4402	tags=44%, list=28%, signal=61%	
GOCC_SPECIES_GO:0000775_CHROMOSOME,_CENTROMERIC_REGION	GOCC_SPECIES_GO:0000775_CHROMOSOME,_CENTROMERIC_REGION		95	-0.4907812	-1.8515567	0.0	0.022635784	0.634	3036	tags=36%, list=19%, signal=44%	
GOBP_SPECIES_GO:0030725_GERMLINE_RING_CANAL_FORMATION	GOBP_SPECIES_GO:0030725_GERMLINE_RING_CANAL_FORMATION		30	-0.61365676	-1.8437556	0.0	0.025085656	0.665	2238	tags=43%, list=14%, signal=50%	
GOMF_SPECIES_GO:0045505_DYNEIN_INTERMEDIATE_CHAIN_BINDING	GOMF_SPECIES_GO:0045505_DYNEIN_INTERMEDIATE_CHAIN_BINDING		29	-0.6184289	-1.8421646	0.0018348624	0.024973692	0.67	3936	tags=62%, list=25%, signal=83%	
GOBP_SPECIES_GO:0030865_CORTICAL_CYTOSKELETON_ORGANIZATION	GOBP_SPECIES_GO:0030865_CORTICAL_CYTOSKELETON_ORGANIZATION		100	-0.48190698	-1.8418336	0.0	0.024660585	0.672	3652	tags=44%, list=23%, signal=57%	
GOBP_SPECIES_GO:1901071_GLUCOSAMINE-CONTAINING_COMPOUND_METABOLIC_PROCESS	GOBP_SPECIES_GO:1901071_GLUCOSAMINE-CONTAINING_COMPOUND_METABOLIC_PROCESS		45	-0.56141967	-1.8418123	0.0	0.024203906	0.672	2907	tags=49%, list=18%, signal=60%	
GOBP_SPECIES_GO:0007265_RAS_PROTEIN_SIGNAL_TRANSDUCTION	GOBP_SPECIES_GO:0007265_RAS_PROTEIN_SIGNAL_TRANSDUCTION		195	-0.4439639	-1.8287499	0.0	0.028957626	0.753	4649	tags=47%, list=30%, signal=66%	
GOBP_SPECIES_GO:0044837_ACTOMYOSIN_CONTRACTILE_RING_ORGANIZATION	GOBP_SPECIES_GO:0044837_ACTOMYOSIN_CONTRACTILE_RING_ORGANIZATION		39	-0.5788867	-1.8283098	0.0	0.02861278	0.755	2179	tags=38%, list=14%, signal=45%	
GOBP_SPECIES_GO:0006829_ZINC_ION_TRANSPORT	GOBP_SPECIES_GO:0006829_ZINC_ION_TRANSPORT		17	-0.70921946	-1.8278768	0.0	0.028301219	0.758	1332	tags=29%, list=8%, signal=32%	
GOBP_SPECIES_GO:0071711_BASEMENT_MEMBRANE_ORGANIZATION	GOBP_SPECIES_GO:0071711_BASEMENT_MEMBRANE_ORGANIZATION		41	-0.5699207	-1.8258154	0.0018621974	0.028742963	0.768	1254	tags=37%, list=8%, signal=40%	
GOBP_SPECIES_GO:0051056_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	GOBP_SPECIES_GO:0051056_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION		110	-0.4842623	-1.821332	0.0	0.030275427	0.792	3940	tags=45%, list=25%, signal=59%	
GOBP_SPECIES_GO:0043063_INTERCELLULAR_BRIDGE_ORGANIZATION	GOBP_SPECIES_GO:0043063_INTERCELLULAR_BRIDGE_ORGANIZATION		31	-0.60399324	-1.8200195	0.0018281536	0.030411094	0.795	2238	tags=42%, list=14%, signal=49%	
GOCC_SPECIES_GO:0005902_MICROVILLUS	GOCC_SPECIES_GO:0005902_MICROVILLUS		25	-0.6379227	-1.818372	0.0018181818	0.03068299	0.805	3557	tags=52%, list=23%, signal=67%	
GOBP_SPECIES_GO:0044784_METAPHASE/ANAPHASE_TRANSITION_OF_CELL_CYCLE	GOBP_SPECIES_GO:0044784_METAPHASE/ANAPHASE_TRANSITION_OF_CELL_CYCLE		55	-0.5300705	-1.8169669	0.0	0.030845629	0.816	3019	tags=44%, list=19%, signal=54%	
GOBP_SPECIES_GO:0051306_MITOTIC_SISTER_CHROMATID_SEPARATION	GOBP_SPECIES_GO:0051306_MITOTIC_SISTER_CHROMATID_SEPARATION		57	-0.53081083	-1.8113565	0.0	0.032949902	0.838	3019	tags=44%, list=19%, signal=54%	
GOBP_SPECIES_GO:0140014_MITOTIC_NUCLEAR_DIVISION	GOBP_SPECIES_GO:0140014_MITOTIC_NUCLEAR_DIVISION		204	-0.43949184	-1.8104779	0.0	0.032734342	0.841	3049	tags=34%, list=19%, signal=42%	
GOMF_SPECIES_GO:0061659_UBIQUITIN-LIKE_PROTEIN_LIGASE_ACTIVITY	GOMF_SPECIES_GO:0061659_UBIQUITIN-LIKE_PROTEIN_LIGASE_ACTIVITY		165	-0.44745058	-1.8097751	0.0018939395	0.03250758	0.843	3607	tags=35%, list=23%, signal=45%	
GOBP_SPECIES_GO:0030036_ACTIN_CYTOSKELETON_ORGANIZATION	GOBP_SPECIES_GO:0030036_ACTIN_CYTOSKELETON_ORGANIZATION		439	-0.39997754	-1.808789	0.0	0.032505047	0.845	3656	tags=34%, list=23%, signal=43%	
GOBP_SPECIES_GO:0030031_CELL_PROJECTION_ASSEMBLY	GOBP_SPECIES_GO:0030031_CELL_PROJECTION_ASSEMBLY		354	-0.40614656	-1.8079845	0.0	0.03245144	0.845	4973	tags=48%, list=32%, signal=69%	
GOBP_SPECIES_GO:0030866_CORTICAL_ACTIN_CYTOSKELETON_ORGANIZATION	GOBP_SPECIES_GO:0030866_CORTICAL_ACTIN_CYTOSKELETON_ORGANIZATION		90	-0.4822616	-1.805752	0.0017953322	0.033083744	0.857	3652	tags=44%, list=23%, signal=58%	
GOCC_SPECIES_GO:0032154_CLEAVAGE_FURROW	GOCC_SPECIES_GO:0032154_CLEAVAGE_FURROW		81	-0.49715832	-1.8056167	0.0	0.03260427	0.857	4548	tags=46%, list=29%, signal=64%	
GOMF_SPECIES_GO:0003774_CYTOSKELETAL_MOTOR_ACTIVITY	GOMF_SPECIES_GO:0003774_CYTOSKELETAL_MOTOR_ACTIVITY		50	-0.5474541	-1.8029971	0.0	0.03328663	0.863	4970	tags=58%, list=32%, signal=84%	
GOMF_SPECIES_GO:0061630_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY	GOMF_SPECIES_GO:0061630_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY		158	-0.44359204	-1.8020355	0.0	0.03324249	0.868	3531	tags=34%, list=22%, signal=44%	
GOBP_SPECIES_GO:0007091_METAPHASE/ANAPHASE_TRANSITION_OF_MITOTIC_CELL_CYCLE	GOBP_SPECIES_GO:0007091_METAPHASE/ANAPHASE_TRANSITION_OF_MITOTIC_CELL_CYCLE		55	-0.5300705	-1.7955308	0.0	0.035999786	0.884	3019	tags=44%, list=19%, signal=54%	
GOBP_SPECIES_GO:0045880_POSITIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	GOBP_SPECIES_GO:0045880_POSITIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY		76	-0.49370986	-1.795369	0.0	0.035605293	0.885	3060	tags=34%, list=19%, signal=42%	
GOBP_SPECIES_GO:1905818_REGULATION_OF_CHROMOSOME_SEPARATION	GOBP_SPECIES_GO:1905818_REGULATION_OF_CHROMOSOME_SEPARATION		55	-0.5300705	-1.7944283	0.0	0.03544924	0.891	3019	tags=44%, list=19%, signal=54%	
GOMF_SPECIES_GO:0003777_MICROTUBULE_MOTOR_ACTIVITY	GOMF_SPECIES_GO:0003777_MICROTUBULE_MOTOR_ACTIVITY		37	-0.5785429	-1.7936355	0.0	0.03543908	0.892	4970	tags=65%, list=32%, signal=95%	
GOBP_SPECIES_GO:0055069_ZINC_ION_HOMEOSTASIS	GOBP_SPECIES_GO:0055069_ZINC_ION_HOMEOSTASIS		16	-0.69703424	-1.7927108	0.0	0.03541369	0.9	1332	tags=31%, list=8%, signal=34%	
GOBP_SPECIES_GO:0046578_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION	GOBP_SPECIES_GO:0046578_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION		101	-0.4790164	-1.7913257	0.0	0.03554786	0.904	3940	tags=46%, list=25%, signal=60%	
GOCC_SPECIES_GO:0000151_UBIQUITIN_LIGASE_COMPLEX	GOCC_SPECIES_GO:0000151_UBIQUITIN_LIGASE_COMPLEX		189	-0.43003187	-1.7816532	0.0	0.039759062	0.924	3060	tags=31%, list=19%, signal=38%	
GOBP_SPECIES_GO:0010965_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEPARATION	GOBP_SPECIES_GO:0010965_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEPARATION		55	-0.5300705	-1.7779291	0.0017793594	0.041033987	0.927	3019	tags=44%, list=19%, signal=54%	
GOBP_SPECIES_GO:0045229_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	GOBP_SPECIES_GO:0045229_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION		225	-0.4189618	-1.7766201	0.0	0.041286808	0.928	3816	tags=39%, list=24%, signal=50%	
GOBP_SPECIES_GO:0033045_REGULATION_OF_SISTER_CHROMATID_SEGREGATION	GOBP_SPECIES_GO:0033045_REGULATION_OF_SISTER_CHROMATID_SEGREGATION		60	-0.51474327	-1.77481	0.0	0.04174134	0.929	3270	tags=43%, list=21%, signal=54%	
GOCC_SPECIES_GO:0015630_MICROTUBULE_CYTOSKELETON	GOCC_SPECIES_GO:0015630_MICROTUBULE_CYTOSKELETON		474	-0.38945517	-1.7719531	0.0	0.042767685	0.937	4689	tags=45%, list=30%, signal=61%	
GOCC_SPECIES_GO:0051233_SPINDLE_MIDZONE	GOCC_SPECIES_GO:0051233_SPINDLE_MIDZONE		34	-0.5829093	-1.7717669	0.0	0.042324997	0.937	4954	tags=62%, list=31%, signal=90%	
GOBP_SPECIES_GO:0097501_STRESS_RESPONSE_TO_METAL_ION	GOBP_SPECIES_GO:0097501_STRESS_RESPONSE_TO_METAL_ION		18	-0.6739076	-1.7681586	0.0018181818	0.044005904	0.941	1332	tags=28%, list=8%, signal=30%	
GOBP_SPECIES_GO:0036213_CONTRACTILE_RING_CONTRACTION	GOBP_SPECIES_GO:0036213_CONTRACTILE_RING_CONTRACTION		18	-0.6560664	-1.7641151	0.0036429872	0.045749858	0.944	2781	tags=56%, list=18%, signal=67%	
GOMF_SPECIES_GO:1901981_PHOSPHATIDYLINOSITOL_PHOSPHATE_BINDING	GOMF_SPECIES_GO:1901981_PHOSPHATIDYLINOSITOL_PHOSPHATE_BINDING		103	-0.46116725	-1.7610438	0.0	0.046976395	0.95	3429	tags=37%, list=22%, signal=47%	
GOMF_SPECIES_GO:0031267_SMALL_GTPASE_BINDING	GOMF_SPECIES_GO:0031267_SMALL_GTPASE_BINDING		118	-0.45653847	-1.7607093	0.0	0.04665756	0.952	3755	tags=38%, list=24%, signal=50%	
GOBP_SPECIES_GO:0032446_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION	GOBP_SPECIES_GO:0032446_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION		340	-0.39680701	-1.759356	0.0	0.047028016	0.957	3613	tags=32%, list=23%, signal=41%	
GOBP_SPECIES_GO:0006022_AMINOGLYCAN_METABOLIC_PROCESS	GOBP_SPECIES_GO:0006022_AMINOGLYCAN_METABOLIC_PROCESS		55	-0.515756	-1.7579799	0.0038535646	0.047238175	0.958	3722	tags=51%, list=24%, signal=66%	
GOMF_SPECIES_GO:0051020_GTPASE_BINDING	GOMF_SPECIES_GO:0051020_GTPASE_BINDING		120	-0.4555602	-1.7575843	0.0017825312	0.046860147	0.958	3755	tags=38%, list=24%, signal=49%	
GOBP_SPECIES_GO:0120031_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY	GOBP_SPECIES_GO:0120031_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY		338	-0.39834216	-1.7571894	0.0	0.046582878	0.96	5179	tags=49%, list=33%, signal=72%	
GOBP_SPECIES_GO:0042685_CARDIOBLAST_CELL_FATE_SPECIFICATION	GOBP_SPECIES_GO:0042685_CARDIOBLAST_CELL_FATE_SPECIFICATION		17	-0.6864221	-1.7565025	0.003649635	0.04645618	0.962	3647	tags=53%, list=23%, signal=69%	
GOBP_SPECIES_GO:0008089_ANTEROGRADE_AXONAL_TRANSPORT	GOBP_SPECIES_GO:0008089_ANTEROGRADE_AXONAL_TRANSPORT		39	-0.5556291	-1.7549015	0.0018018018	0.04697685	0.966	4970	tags=56%, list=32%, signal=82%	
GOBP_SPECIES_GO:0045792_NEGATIVE_REGULATION_OF_CELL_SIZE	GOBP_SPECIES_GO:0045792_NEGATIVE_REGULATION_OF_CELL_SIZE		39	-0.55864793	-1.7542014	0.0	0.046795	0.966	3958	tags=46%, list=25%, signal=62%	
GOBP_SPECIES_GO:0030029_ACTIN_FILAMENT-BASED_PROCESS	GOBP_SPECIES_GO:0030029_ACTIN_FILAMENT-BASED_PROCESS		476	-0.38497844	-1.7538408	0.0	0.046416413	0.966	3656	tags=34%, list=23%, signal=43%	
GOCC_SPECIES_GO:0031514_MOTILE_CILIUM	GOCC_SPECIES_GO:0031514_MOTILE_CILIUM		63	-0.5125144	-1.7518175	0.0	0.047005903	0.97	4316	tags=59%, list=27%, signal=81%	
GOBP_SPECIES_GO:0098813_NUCLEAR_CHROMOSOME_SEGREGATION	GOBP_SPECIES_GO:0098813_NUCLEAR_CHROMOSOME_SEGREGATION		188	-0.42286345	-1.7501147	0.0	0.047514424	0.972	4130	tags=38%, list=26%, signal=51%	
GOBP_SPECIES_GO:0032956_REGULATION_OF_ACTIN_CYTOSKELETON_ORGANIZATION	GOBP_SPECIES_GO:0032956_REGULATION_OF_ACTIN_CYTOSKELETON_ORGANIZATION		164	-0.43189707	-1.7497356	0.0	0.04733486	0.974	4070	tags=38%, list=26%, signal=51%	
GOMF_SPECIES_GO:0060589_NUCLEOSIDE-TRIPHOSPHATASE_REGULATOR_ACTIVITY	GOMF_SPECIES_GO:0060589_NUCLEOSIDE-TRIPHOSPHATASE_REGULATOR_ACTIVITY		169	-0.4264233	-1.7495563	0.0	0.046990484	0.974	5171	tags=45%, list=33%, signal=66%	
